User_ID,Product_ID,Category,Final_Price(Rs.),Purchase_Date
U418,P1628,Home & Kitchen,211.62,2024-07-22
U1361,P993,Electronics,76.12,2024-04-22
U1897,P4,Toys,222.36,2024-07-22
U400,P1676,Home & Kitchen,71.94,2024-04-19
U1013,P1267,Beauty,335.09,2024-08-26
U907,P1940,Toys,193.0,2024-06-01
U103,P690,Sports,92.93,2024-11-10
U1261,P700,Beauty,144.58,2024-09-02
U616,P193,Sports,11.02,2024-02-13
U1747,P1815,Electronics,446.66,2024-02-26
U903,P396,Beauty,107.39,2024-06-13
U396,P1441,Electronics,430.96,2024-06-06
U821,P1851,Toys,47.98,2024-08-26
U1870,P860,Toys,274.68,2024-09-20
U948,P1990,Toys,37.34,2024-01-15
U1301,P1259,Toys,242.15,2024-10-01
U1174,P1689,Sports,124.02,2024-05-02
U1141,P894,Electronics,300.96,2024-05-13
U1039,P888,Toys,75.3,2024-01-20
U1362,P1250,Toys,245.72,2024-03-03
U1904,P34,Electronics,349.16,2024-08-24
U179,P2000,Sports,169.01,2024-07-17
U541,P685,Toys,42.95,2024-05-08
U1977,P1208,Toys,161.6,2024-11-11
U1366,P629,Toys,296.06,2024-06-10
U1775,P1226,Sports,301.91,2024-09-27
U1033,P1668,Clothing,193.02,2024-02-13
U1072,P1138,Home & Kitchen,165.26,2024-04-15
U419,P1439,Electronics,214.85,2024-06-04
U1409,P877,Electronics,117.54,2024-03-31
U298,P265,Electronics,395.63,2024-10-03
U650,P1764,Clothing,94.19,2024-06-28
U1744,P907,Electronics,132.84,2024-03-07
U1602,P19,Books,95.18,2024-11-03
U1915,P683,Clothing,96.33,2024-03-10
U1020,P1783,Home & Kitchen,232.22,2024-09-07
U1834,P172,Sports,73.8,2024-05-02
U200,P1873,Clothing,58.23,2024-11-12
U836,P1342,Beauty,325.7,2024-03-18
U1969,P1282,Books,155.99,2024-07-13
U1268,P704,Beauty,268.69,2024-08-30
U554,P1897,Home & Kitchen,99.47,2024-04-05
U1654,P1229,Beauty,255.51,2024-10-12
U299,P827,Books,265.86,2024-10-25
U881,P868,Clothing,349.94,2024-05-16
U1661,P735,Home & Kitchen,136.25,2024-03-30
U138,P1771,Sports,58.58,2024-08-04
U1664,P941,Electronics,259.54,2024-10-07
U1282,P615,Sports,362.77,2024-10-10
U85,P1576,Home & Kitchen,281.8,2024-04-02
U1392,P1735,Sports,122.9,2024-07-11
U1401,P853,Electronics,183.58,2024-04-28
U743,P1634,Sports,123.51,2024-01-19
U1332,P1722,Clothing,154.81,2024-04-12
U131,P372,Toys,256.42,2024-06-02
U1403,P1720,Sports,431.38,2024-03-05
U1053,P557,Sports,345.75,2024-06-23
U1561,P99,Beauty,67.68,2024-02-13
U1050,P1993,Clothing,416.1,2024-11-01
U1309,P1721,Sports,272.29,2024-07-05
U891,P1202,Toys,79.89,2024-03-13
U1919,P982,Clothing,432.25,2024-05-08
U467,P1484,Beauty,89.81,2024-07-24
U260,P840,Electronics,257.51,2024-08-25
U91,P792,Toys,310.87,2024-07-07
U735,P1725,Books,125.72,2024-01-03
U1684,P1146,Sports,349.54,2024-11-08
U1434,P1072,Toys,152.03,2024-08-15
U1436,P776,Toys,31.61,2024-05-04
U1896,P1695,Sports,125.24,2024-01-16
U178,P1239,Electronics,274.34,2024-02-10
U374,P1398,Toys,86.29,2024-08-22
U700,P1707,Sports,343.23,2024-05-18
U1324,P695,Home & Kitchen,247.88,2024-02-28
U391,P1624,Books,160.96,2024-07-05
U1806,P1399,Home & Kitchen,204.48,2024-09-01
U1691,P411,Sports,222.25,2024-11-13
U1396,P1903,Beauty,91.06,2024-04-09
U522,P1415,Beauty,330.17,2024-02-05
U920,P813,Sports,176.46,2024-05-15
U652,P1629,Home & Kitchen,294.4,2024-01-28
U1550,P1400,Beauty,310.72,2024-05-12
U1238,P1523,Sports,459.22,2024-11-09
U1825,P1063,Books,323.0,2024-09-11
U1905,P1757,Home & Kitchen,144.87,2024-06-15
U88,P838,Electronics,248.14,2024-11-20
U367,P1405,Electronics,194.02,2024-01-02
U1037,P497,Sports,135.75,2024-06-15
U1447,P664,Home & Kitchen,167.35,2024-01-26
U1531,P89,Home & Kitchen,219.96,2024-04-02
U1009,P1552,Sports,480.49,2024-07-15
U1166,P331,Sports,372.76,2024-09-08
U1352,P1942,Clothing,156.64,2024-10-05
U944,P990,Home & Kitchen,100.78,2024-01-17
U598,P390,Toys,31.79,2024-08-20
U1917,P1502,Home & Kitchen,345.47,2024-04-25
U706,P359,Toys,95.15,2024-10-19
U1306,P910,Beauty,11.38,2024-06-20
U33,P1344,Sports,261.71,2024-03-29
U438,P1251,Toys,150.05,2024-02-18
U1813,P1774,Toys,312.94,2024-11-03
U583,P128,Toys,136.24,2024-03-03
U422,P1778,Beauty,131.82,2024-05-26
U1256,P1329,Clothing,359.05,2024-07-23
U1589,P482,Books,200.28,2024-10-19
U1656,P755,Toys,154.19,2024-07-12
U446,P35,Electronics,272.15,2024-06-12
U1763,P866,Books,350.59,2024-09-26
U1092,P1409,Clothing,254.32,2024-07-27
U458,P1147,Clothing,297.32,2024-09-12
U1130,P1036,Toys,164.61,2024-07-18
U1797,P1107,Books,94.16,2024-09-04
U351,P252,Sports,30.66,2024-01-30
U100,P1782,Electronics,254.41,2024-08-15
U1826,P1712,Electronics,284.83,2024-11-07
U211,P1171,Sports,304.2,2024-06-10
U917,P1543,Toys,278.65,2024-05-05
U1754,P841,Toys,250.53,2024-08-14
U705,P1667,Sports,22.98,2024-05-29
U988,P716,Books,465.64,2024-08-10
U532,P978,Beauty,312.66,2024-10-22
U1995,P306,Beauty,85.48,2024-08-21
U258,P879,Home & Kitchen,230.09,2024-02-29
U1087,P992,Home & Kitchen,278.28,2024-02-23
U1756,P707,Clothing,406.21,2024-04-22
U829,P38,Home & Kitchen,282.17,2024-05-11
U1535,P546,Beauty,323.53,2024-10-17
U785,P791,Beauty,94.91,2024-05-09
U1964,P239,Sports,21.32,2024-07-29
U1854,P1233,Books,185.82,2024-01-30
U1341,P1533,Toys,182.57,2024-08-15
U588,P526,Toys,20.34,2024-04-23
U1445,P1480,Beauty,18.99,2024-09-06
U191,P1244,Clothing,259.13,2024-09-14
U1752,P1864,Books,69.37,2024-10-30
U173,P95,Clothing,40.74,2024-10-10
U1354,P441,Toys,320.7,2024-08-17
U106,P1295,Clothing,227.39,2024-01-31
U371,P22,Electronics,200.04,2024-05-18
U1328,P1501,Home & Kitchen,160.34,2024-11-10
U846,P426,Clothing,405.93,2024-08-12
U649,P17,Clothing,376.92,2024-09-14
U509,P51,Toys,49.1,2024-01-10
U1753,P406,Home & Kitchen,170.48,2024-05-30
U1344,P399,Books,366.15,2024-06-13
U1113,P1083,Sports,56.97,2024-04-24
U1077,P241,Clothing,245.88,2024-04-15
U426,P708,Toys,365.26,2024-01-21
U1645,P943,Books,22.07,2024-09-15
U359,P1830,Beauty,31.07,2024-10-21
U144,P1412,Clothing,167.28,2024-08-31
U1779,P129,Books,230.98,2024-08-29
U1290,P1185,Sports,74.23,2024-07-03
U1557,P94,Home & Kitchen,370.37,2024-11-14
U390,P1231,Home & Kitchen,408.97,2024-04-07
U1636,P422,Toys,9.68,2024-03-23
U1614,P1320,Sports,474.41,2024-09-09
U698,P189,Toys,206.99,2024-01-22
U1935,P790,Sports,315.86,2024-01-27
U1613,P712,Books,175.86,2024-08-18
U1928,P1593,Sports,190.22,2024-04-04
U585,P1880,Books,136.05,2024-01-15
U684,P1140,Toys,178.12,2024-04-01
U1575,P1345,Sports,348.18,2024-11-13
U1511,P986,Clothing,152.52,2024-01-15
U41,P1917,Books,313.78,2024-04-07
U662,P1874,Clothing,413.3,2024-10-25
U1439,P884,Home & Kitchen,388.9,2024-03-04
U170,P974,Clothing,288.88,2024-01-02
U30,P1256,Sports,94.02,2024-08-20
U1786,P649,Sports,174.58,2024-04-21
U1624,P892,Books,29.27,2024-05-03
U516,P521,Sports,157.7,2024-08-15
U1281,P1139,Clothing,394.02,2024-03-09
U1031,P1073,Electronics,207.79,2024-02-11
U83,P1205,Sports,127.22,2024-02-27
U436,P1945,Home & Kitchen,40.27,2024-07-07
U888,P961,Sports,332.94,2024-10-25
U151,P1614,Sports,340.71,2024-09-04
U1028,P270,Books,23.66,2024-02-19
U1900,P1077,Home & Kitchen,169.92,2024-08-16
U454,P604,Sports,151.94,2024-11-01
U1697,P322,Toys,185.17,2024-09-14
U669,P1650,Sports,417.51,2024-09-17
U259,P1284,Books,203.79,2024-09-13
U3,P1131,Beauty,184.11,2024-09-04
U1391,P957,Beauty,144.94,2024-01-18
U1712,P896,Electronics,141.69,2024-08-30
U606,P1428,Electronics,405.05,2024-06-22
U1646,P150,Beauty,420.41,2024-04-29
U1350,P391,Books,388.45,2024-05-26
U1374,P255,Clothing,311.9,2024-03-10
U1208,P357,Electronics,112.08,2024-10-23
U910,P234,Toys,85.54,2024-03-31
U404,P106,Clothing,75.16,2024-08-17
U1030,P352,Toys,86.42,2024-07-26
U1660,P523,Clothing,190.87,2024-07-14
U1837,P1538,Sports,22.06,2024-11-18
U1349,P1696,Toys,336.87,2024-11-08
U1579,P1644,Beauty,21.73,2024-11-13
U181,P1199,Electronics,148.42,2024-05-25
U1133,P1877,Clothing,459.44,2024-08-23
U1984,P1232,Sports,21.2,2024-03-09
U1233,P263,Books,458.39,2024-05-19
U1988,P1530,Toys,359.32,2024-07-05
U1322,P1989,Toys,270.52,2024-07-08
U1295,P1188,Books,18.17,2024-04-08
U1713,P609,Toys,246.48,2024-02-14
U964,P589,Home & Kitchen,113.22,2024-07-24
U1570,P442,Sports,155.33,2024-04-28
U1971,P337,Sports,295.46,2024-01-02
U1085,P117,Toys,48.63,2024-05-21
U1524,P1401,Home & Kitchen,176.4,2024-01-05
U1047,P80,Clothing,159.75,2024-11-16
U1523,P815,Electronics,143.83,2024-09-24
U301,P1035,Clothing,215.38,2024-05-14
U882,P1296,Home & Kitchen,106.21,2024-02-03
U678,P1585,Books,198.63,2024-08-06
U602,P1711,Clothing,394.82,2024-10-17
U1680,P605,Home & Kitchen,290.64,2024-08-07
U442,P1365,Home & Kitchen,332.06,2024-11-21
U564,P1252,Beauty,201.49,2024-07-27
U1566,P1460,Beauty,196.69,2024-02-07
U64,P913,Sports,278.6,2024-06-02
U1402,P578,Beauty,353.56,2024-05-20
U969,P429,Sports,46.48,2024-06-29
U1278,P1327,Beauty,338.0,2024-03-10
U1829,P70,Home & Kitchen,137.31,2024-08-14
U472,P1769,Home & Kitchen,414.85,2024-03-24
U1135,P377,Electronics,167.34,2024-03-09
U837,P62,Clothing,313.61,2024-06-20
U269,P1281,Clothing,403.11,2024-10-29
U1150,P298,Sports,42.52,2024-03-12
U533,P72,Sports,215.56,2024-01-22
U1600,P672,Clothing,353.93,2024-07-31
U1068,P1952,Toys,54.61,2024-09-30
U255,P592,Home & Kitchen,90.79,2024-07-15
U895,P223,Beauty,296.95,2024-09-06
U16,P636,Beauty,34.35,2024-09-17
U1704,P765,Toys,241.28,2024-10-22
U1000,P1044,Home & Kitchen,217.77,2024-07-17
U1755,P167,Books,319.05,2024-07-09
U1791,P1756,Sports,317.46,2024-01-20
U1365,P104,Clothing,51.1,2024-03-11
U1200,P800,Beauty,321.57,2024-07-06
U1457,P932,Home & Kitchen,140.26,2024-05-25
U1850,P202,Beauty,48.84,2024-08-30
U283,P1659,Beauty,141.4,2024-09-12
U1910,P917,Beauty,71.89,2024-08-09
U1279,P1433,Clothing,234.64,2024-07-22
U1404,P1883,Clothing,222.31,2024-04-18
U1657,P1074,Beauty,196.81,2024-02-04
U1824,P965,Sports,28.23,2024-02-08
U397,P1961,Beauty,64.16,2024-07-11
U1101,P666,Toys,100.22,2024-11-18
U1930,P1981,Electronics,99.17,2024-02-13
U189,P1605,Sports,195.85,2024-02-14
U97,P171,Books,204.7,2024-05-14
U1137,P27,Electronics,123.32,2024-08-21
U1001,P787,Books,19.42,2024-06-21
U851,P1030,Home & Kitchen,401.86,2024-01-31
U1520,P435,Electronics,352.47,2024-06-25
U136,P1642,Books,161.93,2024-11-16
U1146,P39,Clothing,77.07,2024-03-17
U1216,P1899,Toys,8.65,2024-05-07
U1241,P889,Beauty,376.52,2024-01-07
U249,P1884,Electronics,194.18,2024-05-08
U1070,P1895,Sports,146.61,2024-04-03
U1734,P397,Beauty,440.91,2024-05-03
U1209,P779,Beauty,185.91,2024-02-27
U214,P6,Toys,40.04,2024-03-01
U1014,P1857,Sports,365.37,2024-03-02
U1963,P1434,Books,220.55,2024-02-25
U1038,P112,Sports,459.17,2024-03-28
U126,P730,Toys,240.53,2024-05-23
U1816,P1407,Toys,209.7,2024-05-19
U1248,P627,Home & Kitchen,196.42,2024-10-29
U1842,P1099,Clothing,252.28,2024-07-12
U1840,P1966,Sports,33.84,2024-06-27
U767,P1582,Home & Kitchen,291.55,2024-01-14
U1863,P460,Books,39.86,2024-09-11
U1975,P858,Beauty,322.92,2024-01-04
U1173,P607,Toys,425.85,2024-09-19
U1968,P673,Home & Kitchen,66.75,2024-09-28
U1006,P1750,Clothing,365.77,2024-05-23
U813,P1491,Sports,466.36,2024-01-21
U962,P10,Electronics,205.8,2024-02-04
U1266,P1060,Books,29.3,2024-06-18
U302,P537,Sports,104.52,2024-07-18
U281,P994,Beauty,299.86,2024-04-16
U1949,P857,Books,210.61,2024-07-25
U1367,P85,Toys,225.48,2024-11-21
U192,P146,Electronics,115.48,2024-01-27
U1801,P962,Electronics,191.59,2024-04-02
U1528,P1842,Books,172.45,2024-01-09
U379,P437,Sports,84.95,2024-03-20
U974,P348,Beauty,244.07,2024-02-16
U647,P1070,Electronics,80.71,2024-04-04
U535,P174,Toys,393.59,2024-05-10
U1862,P500,Books,289.34,2024-01-08
U1240,P1924,Electronics,22.95,2024-05-30
U558,P969,Sports,39.78,2024-07-25
U1111,P1054,Home & Kitchen,118.93,2024-01-01
U1596,P1645,Toys,239.13,2024-08-31
U651,P595,Beauty,8.58,2024-05-11
U1423,P1312,Toys,303.28,2024-06-24
U1737,P1946,Electronics,265.98,2024-10-18
U213,P1454,Home & Kitchen,342.42,2024-03-02
U1802,P54,Home & Kitchen,52.83,2024-02-25
U207,P861,Beauty,154.28,2024-10-31
U844,P260,Toys,448.07,2024-06-01
U242,P738,Books,148.07,2024-10-25
U960,P1193,Home & Kitchen,147.1,2024-07-12
U1476,P518,Home & Kitchen,295.8,2024-08-21
U622,P148,Books,362.26,2024-06-08
U45,P1781,Sports,160.28,2024-06-15
U1766,P1828,Sports,231.59,2024-05-22
U445,P478,Toys,26.55,2024-04-16
U600,P613,Toys,163.4,2024-05-27
U1699,P988,Clothing,117.23,2024-04-11
U375,P1572,Home & Kitchen,156.3,2024-07-17
U1638,P1891,Home & Kitchen,340.63,2024-08-19
U727,P1013,Beauty,210.04,2024-01-30
U1021,P215,Beauty,377.15,2024-01-17
U1736,P1592,Clothing,138.81,2024-02-27
U1312,P724,Electronics,428.28,2024-07-18
U1399,P1029,Beauty,161.1,2024-06-24
U1024,P769,Clothing,89.29,2024-02-04
U1815,P1154,Sports,166.53,2024-06-12
U925,P830,Beauty,17.46,2024-04-29
U291,P1455,Clothing,32.32,2024-03-23
U1473,P1451,Toys,85.04,2024-11-13
U20,P355,Beauty,248.45,2024-02-22
U794,P1529,Beauty,36.46,2024-06-15
U843,P820,Toys,293.86,2024-06-09
U1569,P186,Electronics,27.27,2024-03-19
U321,P1497,Clothing,398.11,2024-07-02
U227,P1651,Beauty,340.11,2024-08-08
U674,P810,Home & Kitchen,92.09,2024-02-03
U311,P1279,Books,105.07,2024-08-23
U137,P386,Toys,249.99,2024-08-11
U1554,P862,Clothing,300.25,2024-10-31
U80,P1521,Books,285.17,2024-08-03
U1913,P130,Toys,469.34,2024-04-23
U941,P26,Clothing,324.24,2024-04-16
U1647,P1381,Clothing,427.97,2024-07-20
U789,P1507,Toys,239.54,2024-05-05
U1573,P464,Sports,70.82,2024-04-29
U292,P369,Books,399.44,2024-02-22
U1155,P1266,Books,108.39,2024-11-09
U686,P321,Toys,7.49,2024-09-30
U1198,P1427,Electronics,155.77,2024-02-01
U1764,P770,Electronics,422.63,2024-06-29
U601,P37,Electronics,111.78,2024-07-29
U1270,P1100,Clothing,315.67,2024-02-17
U1884,P533,Clothing,32.59,2024-02-22
U1370,P804,Home & Kitchen,161.41,2024-01-13
U1467,P912,Clothing,398.86,2024-04-25
U1681,P758,Home & Kitchen,176.77,2024-06-21
U1368,P133,Home & Kitchen,25.09,2024-07-30
U288,P1957,Electronics,472.29,2024-04-19
U1056,P1113,Books,159.77,2024-07-27
U1537,P1459,Clothing,272.06,2024-02-27
U435,P723,Toys,172.27,2024-08-21
U657,P343,Sports,37.89,2024-06-09
U154,P1322,Clothing,414.44,2024-04-28
U1431,P1350,Beauty,435.68,2024-09-03
U644,P77,Beauty,172.23,2024-01-11
U1976,P121,Toys,318.95,2024-11-07
U1873,P689,Home & Kitchen,322.41,2024-07-21
U1651,P454,Beauty,305.6,2024-09-02
U1428,P762,Sports,251.24,2024-03-26
U1707,P1792,Sports,224.7,2024-04-25
U976,P1207,Beauty,199.91,2024-01-14
U1530,P959,Home & Kitchen,369.83,2024-07-18
U1553,P1079,Home & Kitchen,257.56,2024-05-06
U1992,P490,Electronics,22.41,2024-04-02
U1711,P243,Beauty,135.74,2024-05-30
U512,P405,Toys,166.97,2024-01-02
U166,P16,Electronics,150.94,2024-09-27
U1416,P11,Clothing,63.46,2024-08-13
U1269,P1618,Beauty,82.45,2024-07-06
U217,P1613,Beauty,120.64,2024-11-09
U597,P1887,Books,41.21,2024-07-03
U635,P550,Beauty,45.87,2024-08-15
U107,P757,Sports,288.44,2024-05-13
U1803,P983,Clothing,173.58,2024-02-17
U957,P347,Toys,237.05,2024-02-24
U149,P742,Sports,244.9,2024-04-15
U410,P1347,Clothing,103.79,2024-09-24
U279,P714,Clothing,43.73,2024-01-14
U778,P572,Electronics,268.79,2024-05-09
U1460,P784,Clothing,280.82,2024-10-27
U1564,P1765,Electronics,124.58,2024-06-19
U118,P1176,Beauty,63.82,2024-01-31
U172,P1432,Clothing,48.36,2024-04-23
U99,P289,Beauty,13.98,2024-04-25
U1420,P1584,Sports,62.07,2024-10-06
U1185,P875,Beauty,123.42,2024-11-15
U1598,P502,Toys,169.63,2024-11-06
U714,P507,Books,298.89,2024-01-24
U1925,P75,Toys,22.31,2024-06-26
U48,P733,Electronics,70.83,2024-10-20
U1672,P819,Beauty,62.04,2024-09-26
U1186,P1648,Books,349.91,2024-11-20
U98,P1221,Books,272.74,2024-05-15
U936,P1768,Electronics,166.22,2024-06-04
U360,P305,Beauty,49.38,2024-09-11
U596,P906,Clothing,335.82,2024-08-08
U485,P1905,Books,195.12,2024-11-02
U412,P1142,Beauty,352.62,2024-04-27
U1770,P1155,Clothing,247.75,2024-07-14
U951,P548,Books,198.21,2024-04-26
U832,P865,Toys,162.67,2024-01-23
U1468,P1568,Toys,290.75,2024-03-30
U1032,P1017,Beauty,161.34,2024-02-29
U1134,P1043,Sports,59.18,2024-09-06
U28,P474,Home & Kitchen,239.78,2024-03-13
U1189,P58,Home & Kitchen,19.45,2024-07-23
U1448,P1084,Beauty,77.25,2024-09-14
U1229,P1096,Electronics,236.84,2024-09-22
U1219,P1326,Electronics,180.12,2024-10-05
U760,P240,Toys,442.51,2024-11-01
U1720,P1397,Toys,236.3,2024-01-19
U713,P1384,Beauty,240.31,2024-03-30
U1789,P206,Electronics,240.92,2024-06-16
U134,P674,Home & Kitchen,259.29,2024-07-13
U1201,P534,Beauty,196.54,2024-10-21
U594,P485,Beauty,115.37,2024-08-27
U1052,P44,Clothing,109.94,2024-08-30
U1224,P1360,Books,32.27,2024-08-15
U625,P1623,Beauty,198.33,2024-01-12
U1784,P1986,Home & Kitchen,240.64,2024-04-01
U842,P138,Home & Kitchen,219.9,2024-01-09
U1022,P447,Sports,78.14,2024-04-26
U1247,P854,Electronics,12.81,2024-02-28
U319,P825,Toys,35.76,2024-09-27
U1336,P492,Books,11.08,2024-09-09
U562,P793,Toys,106.0,2024-05-18
U212,P650,Sports,97.31,2024-01-18
U1861,P1104,Clothing,376.76,2024-01-02
U1547,P1772,Clothing,186.61,2024-04-22
U1726,P985,Toys,121.26,2024-05-30
U443,P1749,Electronics,198.18,2024-10-14
U1331,P702,Books,91.98,2024-05-24
U1751,P1649,Toys,53.1,2024-08-15
U1486,P1361,Clothing,294.13,2024-02-10
U320,P1838,Home & Kitchen,314.32,2024-08-02
U402,P140,Clothing,98.1,2024-03-01
U730,P1994,Clothing,93.36,2024-07-31
U1692,P491,Home & Kitchen,255.03,2024-09-12
U416,P1800,Toys,420.45,2024-06-25
U76,P136,Home & Kitchen,109.24,2024-04-08
U1252,P842,Home & Kitchen,119.98,2024-07-11
U1852,P1067,Home & Kitchen,99.89,2024-09-03
U1215,P1906,Clothing,126.88,2024-10-16
U1136,P1000,Toys,86.86,2024-05-02
U307,P885,Clothing,448.45,2024-10-17
U914,P451,Home & Kitchen,228.56,2024-04-23
U655,P882,Books,5.89,2024-11-06
U1562,P1646,Clothing,369.37,2024-10-24
U1906,P351,Clothing,214.26,2024-07-15
U723,P909,Books,267.03,2024-10-10
U1926,P663,Electronics,331.66,2024-02-18
U1642,P501,Clothing,44.75,2024-03-18
U1356,P151,Toys,35.9,2024-05-27
U1633,P1734,Sports,309.46,2024-01-11
U1639,P942,Beauty,219.61,2024-02-20
U1023,P1292,Books,218.11,2024-11-17
U1989,P1610,Home & Kitchen,214.08,2024-02-19
U205,P1406,Beauty,473.42,2024-11-17
U1698,P448,Toys,144.96,2024-03-29
U561,P717,Books,211.94,2024-03-21
U1073,P1119,Home & Kitchen,202.88,2024-11-04
U1138,P69,Beauty,340.74,2024-06-10
U1876,P1784,Books,52.72,2024-04-06
U810,P291,Sports,214.57,2024-09-23
U1286,P919,Beauty,12.22,2024-11-13
U496,P424,Toys,369.97,2024-11-17
U146,P1317,Home & Kitchen,249.51,2024-04-24
U1161,P1037,Toys,44.59,2024-01-24
U753,P459,Electronics,39.08,2024-06-13
U135,P846,Books,184.5,2024-10-18
U204,P1305,Sports,17.84,2024-05-05
U481,P1243,Toys,289.85,2024-08-28
U1960,P542,Beauty,49.52,2024-03-10
U1514,P703,Toys,23.91,2024-02-25
U1741,P1382,Electronics,315.17,2024-02-22
U4,P277,Home & Kitchen,273.8,2024-08-21
U902,P1163,Home & Kitchen,208.82,2024-04-13
U1117,P96,Clothing,150.43,2024-11-12
U1459,P1551,Toys,72.51,2024-03-30
U71,P50,Clothing,231.43,2024-02-19
U1628,P354,Toys,266.1,2024-10-07
U524,P1424,Electronics,340.7,2024-10-11
U193,P349,Toys,316.26,2024-04-04
U989,P295,Home & Kitchen,273.95,2024-10-23
U1864,P1247,Beauty,278.49,2024-10-13
U804,P945,Electronics,97.39,2024-10-10
U873,P1528,Home & Kitchen,18.66,2024-04-18
U1267,P1882,Beauty,286.63,2024-09-22
U1948,P1304,Home & Kitchen,121.78,2024-11-11
U1615,P1206,Beauty,143.31,2024-05-08
U1541,P1591,Home & Kitchen,305.29,2024-07-14
U872,P580,Electronics,213.77,2024-07-29
U339,P1537,Toys,248.35,2024-06-25
U1430,P1526,Home & Kitchen,457.3,2024-05-16
U633,P1670,Beauty,331.79,2024-05-26
U517,P1175,Home & Kitchen,318.52,2024-06-21
U263,P1118,Books,98.06,2024-07-29
U1490,P1449,Sports,82.19,2024-01-13
U555,P923,Sports,169.54,2024-10-10
U871,P314,Home & Kitchen,51.61,2024-02-20
U1630,P1488,Home & Kitchen,139.62,2024-03-13
U1632,P682,Electronics,141.48,2024-05-29
U807,P195,Sports,80.67,2024-03-10
U847,P1476,Sports,356.47,2024-03-07
U113,P601,Home & Kitchen,265.73,2024-01-16
U758,P1004,Electronics,411.94,2024-05-22
U1626,P282,Home & Kitchen,296.07,2024-03-28
U185,P759,Beauty,108.85,2024-06-13
U1799,P814,Home & Kitchen,321.55,2024-01-22
U1973,P662,Electronics,400.57,2024-09-16
U982,P1318,Home & Kitchen,213.22,2024-05-06
U661,P210,Clothing,403.2,2024-11-21
U63,P1855,Toys,340.82,2024-05-23
U1384,P967,Clothing,13.88,2024-04-16
U1438,P1235,Beauty,289.46,2024-11-08
U1768,P1348,Books,204.22,2024-05-04
U210,P872,Clothing,223.73,2024-10-20
U1495,P1240,Sports,107.22,2024-06-08
U1990,P1021,Books,31.32,2024-05-10
U1387,P504,Clothing,330.43,2024-10-17
U1622,P1367,Electronics,162.18,2024-05-19
U1591,P1693,Electronics,342.24,2024-08-11
U1619,P1260,Sports,172.15,2024-09-07
U1223,P339,Clothing,92.53,2024-06-26
U1345,P1495,Beauty,316.62,2024-02-20
U1017,P646,Electronics,277.72,2024-09-18
U1507,P184,Beauty,137.33,2024-07-11
U1381,P1770,Home & Kitchen,319.83,2024-01-08
U931,P1569,Beauty,58.11,2024-03-21
U1970,P1923,Clothing,66.25,2024-03-31
U1069,P1824,Sports,345.66,2024-10-24
U1818,P1546,Beauty,127.54,2024-05-22
U199,P1829,Beauty,91.32,2024-01-29
U1171,P692,Clothing,115.34,2024-10-04
U1686,P904,Beauty,315.76,2024-05-10
U257,P292,Electronics,428.77,2024-05-06
U791,P843,Electronics,82.97,2024-01-03
U1388,P115,Clothing,219.81,2024-02-09
U171,P358,Clothing,146.75,2024-01-17
U12,P958,Toys,52.04,2024-01-28
U1921,P1794,Beauty,345.49,2024-01-03
U312,P197,Toys,46.2,2024-10-17
U531,P325,Sports,347.02,2024-09-03
U1393,P669,Sports,184.43,2024-07-25
U262,P681,Clothing,181.76,2024-10-04
U1426,P375,Toys,133.63,2024-08-24
U1811,P162,Beauty,109.88,2024-08-12
U1343,P1111,Clothing,325.67,2024-02-18
U503,P101,Beauty,357.62,2024-04-25
U1700,P410,Sports,81.79,2024-10-02
U276,P113,Sports,338.83,2024-08-21
U344,P956,Beauty,101.25,2024-01-07
U543,P1779,Beauty,261.7,2024-05-28
U1603,P330,Clothing,247.81,2024-07-07
U749,P64,Home & Kitchen,283.15,2024-04-15
U1379,P1234,Beauty,346.31,2024-08-24
U1635,P1997,Sports,43.64,2024-07-12
U326,P1785,Home & Kitchen,229.81,2024-09-29
U241,P1704,Home & Kitchen,279.37,2024-08-25
U1074,P1217,Sports,188.57,2024-05-28
U711,P1554,Sports,340.41,2024-01-27
U357,P1955,Beauty,44.09,2024-11-03
U287,P582,Sports,108.95,2024-11-16
U828,P46,Clothing,241.17,2024-04-25
U904,P335,Sports,203.69,2024-11-05
U1898,P145,Books,374.05,2024-08-01
U825,P671,Beauty,101.83,2024-07-12
U841,P494,Home & Kitchen,307.51,2024-03-01
U361,P660,Beauty,150.29,2024-09-11
U1386,P788,Toys,273.85,2024-07-29
U1157,P1356,Sports,251.82,2024-02-09
U956,P777,Sports,248.99,2024-01-04
U1592,P473,Clothing,152.86,2024-06-24
U386,P1190,Electronics,297.87,2024-02-05
U667,P242,Sports,92.95,2024-04-24
U125,P1309,Sports,347.05,2024-09-06
U1748,P1075,Books,10.05,2024-03-05
U824,P1724,Toys,119.8,2024-06-11
U928,P1500,Beauty,374.35,2024-01-22
U1397,P1392,Books,49.05,2024-04-22
U563,P1058,Toys,45.98,2024-04-27
U51,P1186,Books,336.45,2024-10-29
U440,P483,Home & Kitchen,471.15,2024-07-10
U575,P1803,Home & Kitchen,47.29,2024-06-07
U90,P1889,Beauty,232.29,2024-04-24
U1525,P926,Clothing,437.15,2024-06-02
U967,P734,Clothing,129.36,2024-03-31
U105,P1182,Beauty,240.51,2024-11-03
U870,P238,Beauty,66.82,2024-09-25
U1534,P1349,Home & Kitchen,54.06,2024-08-02
U1062,P752,Home & Kitchen,418.85,2024-02-11
U1590,P577,Sports,307.43,2024-04-16
