Invoice ID,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,Year,Month,Day
378-07-7001,Faisalabad,Member,Male,Electronic accessories,48.09,3,7.2135,0.13644272152864687,2019-02-10,18:23,1,144.27,4.761904762,7.2135,7.8,2019,2,10
574-57-9721,Islamabad,Normal,Male,Food and beverages,43.27,2,4.327,0.07770418078406234,2019-03-08,16:53,2,86.54,4.761904762,4.327,5.7,2019,3,8
582-52-8065,Faisalabad,Normal,Female,Fashion accessories,54.31,9,24.4395,0.486981471872043,2019-02-22,10:49,0,488.79,4.761904762,24.4395,8.9,2019,2,22
528-14-9470,Rawalpindi,Member,Male,Health and beauty,91.3,1,4.565,0.08254733778985174,2019-02-14,14:42,2,91.3,4.761904762,4.565,9.2,2019,2,14
875-46-5808,Faisalabad,Member,Male,Health and beauty,25.9,10,12.95,0.25317704994760026,2019-02-06,14:51,2,259.0,4.761904762,12.95,8.7,2019,2,6
149-61-1929,Rawalpindi,Normal,Male,Sports and travel,64.19,10,32.095,0.6427662973250714,2019-01-19,14:08,1,641.9,4.761904762,32.095,6.7,2019,1,19
152-08-9985,Faisalabad,Member,Male,Health and beauty,64.36,9,28.962,0.5790116296816336,2019-03-12,12:09,1,579.24,4.761904762,28.962,8.6,2019,3,12
712-39-0363,Rawalpindi,Member,Male,Food and beverages,41.66,6,12.498,0.24397912151643725,2019-01-02,15:24,2,249.96,4.761904762,12.498,5.6,2019,1,2
232-11-3025,Rawalpindi,Normal,Male,Sports and travel,78.77,10,39.385,0.7911134173763519,2019-01-24,10:04,0,787.7,4.761904762,39.385,6.4,2019,1,24
670-79-6321,Faisalabad,Member,Female,Home and lifestyle,94.59,7,33.1065,0.6633497145996763,2019-01-17,15:27,1,662.13,4.761904762,33.1065,4.9,2019,1,17
565-17-3836,Rawalpindi,Member,Female,Health and beauty,47.67,4,9.534,0.18366350233509354,2019-03-12,14:21,0,190.68,4.761904762,9.534,9.1,2019,3,12
896-34-0956,Rawalpindi,Normal,Male,Fashion accessories,21.32,1,1.066,0.011344790045073917,2019-01-26,12:43,0,21.32,4.761904762,1.066,5.9,2019,1,26
837-55-7229,Faisalabad,Normal,Female,Fashion accessories,47.44,1,2.372,0.037921105379363676,2019-02-22,18:19,1,47.44,4.761904762,2.372,6.8,2019,2,22
214-17-6927,Islamabad,Normal,Female,Food and beverages,16.48,6,4.944,0.0902597600805836,2019-02-07,18:23,2,98.88,4.761904762,4.944,9.9,2019,2,7
732-94-0499,Islamabad,Normal,Female,Electronic accessories,41.65,10,20.825,0.4134285685215144,2019-01-13,17:04,1,416.5,4.761904762,20.825,5.4,2019,1,13
247-11-2470,Rawalpindi,Member,Female,Fashion accessories,22.32,4,4.464,0.08049204847226885,2019-03-01,16:23,1,89.28,4.761904762,4.464,4.4,2019,3,1
235-46-8343,Islamabad,Member,Male,Food and beverages,27.66,10,13.83,0.2710845212295107,2019-02-14,11:26,1,276.6,4.761904762,13.83,8.9,2019,2,14
400-60-7251,Rawalpindi,Normal,Male,Home and lifestyle,74.07,1,3.7035,0.06501633039284514,2019-02-10,12:50,2,74.07,4.761904762,3.7035,9.9,2019,2,10
687-15-1097,Islamabad,Member,Female,Health and beauty,21.12,2,2.112,0.0326302615915265,2019-01-03,19:17,0,42.24,4.761904762,2.112,9.7,2019,1,3
211-30-9270,Islamabad,Normal,Male,Health and beauty,17.41,5,4.3525,0.07822309046325407,2019-01-28,15:16,1,87.05,4.761904762,4.3525,4.9,2019,1,28
795-49-7276,Rawalpindi,Normal,Male,Fashion accessories,37.15,4,7.43,0.1408483664519805,2019-03-23,18:59,2,148.6,4.761904762,7.43,8.3,2019,3,23
659-65-8956,Faisalabad,Member,Male,Fashion accessories,51.36,1,2.568,0.04190958761942554,2019-01-16,15:26,2,51.36,4.761904762,2.568,5.2,2019,1,16
449-16-6770,Rawalpindi,Normal,Male,Health and beauty,50.79,5,12.6975,0.24803882665364302,2019-02-19,14:53,1,253.95,4.761904762,12.6975,5.3,2019,2,19
595-27-4851,Rawalpindi,Normal,Female,Fashion accessories,54.28,7,18.998,0.3762502162123663,2019-01-27,18:05,2,379.96,4.761904762,18.998,9.3,2019,1,27
569-76-2760,Rawalpindi,Member,Female,Sports and travel,22.01,4,4.402,0.07923038572286152,2019-01-29,18:15,1,88.04,4.761904762,4.402,6.6,2019,1,29
788-07-8452,Islamabad,Member,Female,Home and lifestyle,24.24,7,8.484,0.162296633191905,2019-01-27,17:38,2,169.68,4.761904762,8.484,9.4,2019,1,27
870-54-3162,Rawalpindi,Normal,Female,Sports and travel,32.25,5,8.0625,0.1537193614358536,2019-01-27,13:26,0,161.25,4.761904762,8.0625,9.0,2019,1,27
291-32-1427,Faisalabad,Member,Male,Fashion accessories,21.94,5,5.485,0.1012687850391217,2019-03-05,12:29,2,109.7,4.761904762,5.485,5.3,2019,3,5
731-59-7531,Faisalabad,Member,Male,Health and beauty,72.57,8,29.028,0.5803546900277768,2019-03-30,17:58,0,580.56,4.761904762,29.028,4.6,2019,3,30
196-01-2849,Islamabad,Member,Female,Fashion accessories,73.38,7,25.683,0.5122859497573333,2019-02-10,13:56,0,513.66,4.761904762,25.683,9.5,2019,2,10
635-40-6220,Rawalpindi,Normal,Male,Health and beauty,89.6,8,35.84,0.7189747972691105,2019-02-07,11:28,2,716.8,4.761904762,35.84,6.6,2019,2,7
533-66-5566,Faisalabad,Normal,Female,Home and lifestyle,51.07,7,17.8745,0.3533876662291546,2019-01-12,11:42,0,357.49,4.761904762,17.8745,7.0,2019,1,12
453-33-6436,Rawalpindi,Normal,Female,Home and lifestyle,93.12,8,37.248,0.7476267513201671,2019-02-07,10:09,0,744.96,4.761904762,37.248,6.8,2019,2,7
254-31-0042,Rawalpindi,Member,Male,Electronic accessories,21.5,9,9.675,0.186532767620036,2019-03-06,12:46,1,193.5,4.761904762,9.675,7.8,2019,3,6
144-51-6085,Rawalpindi,Member,Male,Home and lifestyle,70.74,4,14.148,0.2775556301700192,2019-01-05,16:05,1,282.96,4.761904762,14.148,4.4,2019,1,5
370-41-7321,Faisalabad,Member,Male,Health and beauty,56.69,9,25.5105,0.5087756783980952,2019-02-27,17:24,1,510.21,4.761904762,25.5105,8.4,2019,2,27
400-45-1220,Faisalabad,Normal,Female,Health and beauty,13.5,10,6.75,0.12701077500686792,2019-02-27,11:06,1,135.0,4.761904762,6.75,4.8,2019,2,27
556-86-3144,Islamabad,Member,Female,Fashion accessories,74.29,1,3.7145,0.06524017378386901,2019-01-13,19:30,0,74.29,4.761904762,3.7145,5.0,2019,1,13
849-09-3807,Rawalpindi,Member,Female,Fashion accessories,88.34,7,30.919,0.6188354038847002,2019-02-18,13:28,0,618.38,4.761904762,30.919,6.6,2019,2,18
427-45-9297,Faisalabad,Member,Female,Home and lifestyle,40.73,7,14.2555,0.279743190582298,2019-03-12,11:01,2,285.11,4.761904762,14.2555,5.4,2019,3,12
386-27-7606,Islamabad,Member,Female,Home and lifestyle,81.2,7,28.42,0.5679822553239116,2019-03-23,15:59,1,568.4,4.761904762,28.42,8.1,2019,3,23
447-15-7839,Rawalpindi,Member,Female,Sports and travel,22.24,10,11.12,0.21593764944090027,2019-02-09,11:00,0,222.4,4.761904762,11.12,4.2,2019,2,9
192-98-7397,Islamabad,Normal,Male,Fashion accessories,12.78,1,0.639,0.002655596593510577,2019-01-08,14:11,2,12.78,4.761904762,0.639,9.5,2019,1,8
242-11-3142,Faisalabad,Member,Male,Fashion accessories,83.77,2,8.377,0.16011924747921819,2019-02-24,19:57,0,167.54,4.761904762,8.377,4.6,2019,2,24
396-90-2219,Faisalabad,Normal,Female,Electronic accessories,14.96,8,5.984,0.11142313523193227,2019-02-23,12:29,0,119.68,4.761904762,5.984,8.6,2019,2,23
433-75-6987,Faisalabad,Member,Female,Health and beauty,55.97,7,19.5895,0.38828688582969584,2019-03-05,19:06,2,391.79,4.761904762,19.5895,8.9,2019,3,5
558-60-5016,Rawalpindi,Normal,Female,Home and lifestyle,33.3,9,14.985,0.2945880772870181,2019-03-04,15:27,2,299.7,4.761904762,14.985,7.2,2019,3,4
238-49-0436,Rawalpindi,Normal,Male,Health and beauty,32.46,8,12.984,0.2538689295198559,2019-03-27,13:48,1,259.68,4.761904762,12.984,4.9,2019,3,27
268-27-6179,Faisalabad,Member,Female,Fashion accessories,56.47,8,22.588,0.44930455928288715,2019-03-09,14:57,2,451.76,4.761904762,22.588,7.3,2019,3,9
886-77-9084,Islamabad,Normal,Male,Electronic accessories,71.89,8,28.756,0.5748196534497317,2019-02-19,11:33,2,575.12,4.761904762,28.756,5.5,2019,2,19
326-78-5178,Islamabad,Member,Male,Food and beverages,91.4,7,31.99,0.6406296104107525,2019-02-03,10:19,0,639.8,4.761904762,31.99,9.5,2019,2,3
565-67-6697,Faisalabad,Member,Male,Home and lifestyle,27.0,9,12.15,0.23689753060040902,2019-03-02,14:16,0,243.0,4.761904762,12.15,4.8,2019,3,2
397-25-8725,Rawalpindi,Member,Female,Health and beauty,39.62,9,17.829,0.35246176856628303,2019-01-13,17:54,1,356.58,4.761904762,17.829,6.8,2019,1,13
338-65-2210,Islamabad,Member,Female,Health and beauty,68.6,10,34.3,0.6876367225257672,2019-02-05,19:57,0,686.0,4.761904762,34.3,9.1,2019,2,5
767-05-1286,Islamabad,Member,Female,Home and lifestyle,83.77,6,25.131,0.5010530814077713,2019-01-23,12:10,2,502.62,4.761904762,25.131,5.4,2019,1,23
346-12-3257,Faisalabad,Member,Male,Electronic accessories,19.24,9,8.658,0.16583742864991913,2019-03-04,16:28,0,173.16,4.761904762,8.658,8.0,2019,3,4
135-13-8269,Faisalabad,Member,Female,Food and beverages,78.88,2,7.888,0.1501683912782475,2019-01-26,16:04,0,157.76,4.761904762,7.888,9.1,2019,1,26
649-11-3678,Islamabad,Normal,Female,Food and beverages,22.93,9,10.3185,0.199627605994933,2019-02-26,20:26,0,206.37,4.761904762,10.3185,5.5,2019,2,26
319-50-3348,Faisalabad,Normal,Female,Home and lifestyle,40.3,2,4.03,0.07166040922641757,2019-03-11,15:30,2,80.6,4.761904762,4.03,4.4,2019,3,11
189-55-2313,Islamabad,Normal,Female,Fashion accessories,62.18,10,31.09,0.6223151511451623,2019-01-31,10:33,2,621.8,4.761904762,31.09,6.0,2019,1,31
651-96-5970,Rawalpindi,Normal,Male,Fashion accessories,46.41,1,2.3205,0.036873111321388236,2019-03-03,20:06,1,46.41,4.761904762,2.3205,4.0,2019,3,3
559-61-5987,Faisalabad,Normal,Female,Health and beauty,17.75,1,0.8875,0.007712422290731866,2019-01-14,10:38,0,17.75,4.761904762,0.8875,8.6,2019,1,14
725-32-9708,Faisalabad,Member,Female,Fashion accessories,68.71,4,13.742,0.26929377410131966,2019-01-04,19:01,0,274.84,4.761904762,13.742,4.1,2019,1,4
643-38-7867,Rawalpindi,Normal,Male,Home and lifestyle,97.94,1,4.897,0.08930333831893612,2019-03-07,11:44,2,97.94,4.761904762,4.897,6.9,2019,3,7
420-97-3340,Rawalpindi,Normal,Female,Food and beverages,71.68,3,10.752,0.20844907054119227,2019-03-28,15:30,1,215.04,4.761904762,10.752,9.2,2019,3,28
333-73-7901,Islamabad,Normal,Female,Health and beauty,54.92,8,21.968,0.4366879317888139,2019-03-23,13:24,2,439.36,4.761904762,21.968,7.6,2019,3,23
827-26-2100,Rawalpindi,Member,Male,Home and lifestyle,33.84,9,15.228,0.29953298128872746,2019-03-21,16:21,2,304.56,4.761904762,15.228,8.8,2019,3,21
530-90-9855,Rawalpindi,Member,Male,Home and lifestyle,47.59,8,19.036,0.3770234933813579,2019-01-01,14:47,0,380.72,4.761904762,19.036,5.7,2019,1,1
538-22-0304,Islamabad,Normal,Male,Electronic accessories,64.95,10,32.475,0.6504990690149872,2019-03-24,18:27,0,649.5,4.761904762,32.475,5.2,2019,3,24
190-14-3147,Faisalabad,Normal,Female,Health and beauty,17.97,4,3.594,0.06278807118219834,2019-02-23,20:43,2,71.88,4.761904762,3.594,6.4,2019,2,23
288-38-3758,Islamabad,Member,Female,Fashion accessories,84.87,3,12.7305,0.24871035682671472,2019-01-25,18:30,2,254.61,4.761904762,12.7305,7.4,2019,1,25
234-36-2483,Faisalabad,Normal,Male,Health and beauty,57.59,6,17.277,0.3412289002167211,2019-02-15,13:51,0,345.54,4.761904762,17.277,5.1,2019,2,15
400-89-4171,Islamabad,Normal,Female,Sports and travel,80.97,8,32.388,0.6487286712859802,2019-01-28,13:05,0,647.76,4.761904762,32.388,9.3,2019,1,28
226-71-3580,Islamabad,Normal,Female,Sports and travel,23.75,9,10.6875,0.20713653429382498,2019-01-31,12:02,0,213.75,4.761904762,10.6875,9.5,2019,1,31
373-09-4567,Islamabad,Normal,Male,Food and beverages,77.56,10,38.78,0.7788020308700384,2019-03-14,20:35,2,775.6,4.761904762,38.78,6.9,2019,3,14
408-26-9866,Islamabad,Normal,Female,Sports and travel,73.98,7,25.893,0.5165593235859711,2019-03-02,16:42,2,517.86,4.761904762,25.893,4.1,2019,3,2
546-80-2899,Rawalpindi,Member,Male,Home and lifestyle,37.69,2,3.769,0.06634921603939643,2019-02-20,15:29,2,75.38,4.761904762,3.769,9.5,2019,2,20
765-26-6951,Rawalpindi,Normal,Male,Sports and travel,72.61,6,21.783,0.4329232929397759,2019-01-01,10:39,1,435.66,4.761904762,21.783,6.9,2019,1,1
189-08-9157,Islamabad,Normal,Female,Fashion accessories,31.73,9,14.2785,0.2802112267635298,2019-01-08,16:17,1,285.57,4.761904762,14.2785,5.9,2019,1,8
372-94-8041,Rawalpindi,Normal,Male,Health and beauty,15.26,6,4.578,0.08281187997924361,2019-02-15,18:03,2,91.56,4.761904762,4.578,9.8,2019,2,15
110-48-7033,Faisalabad,Member,Male,Fashion accessories,32.62,4,6.524,0.12241181079128637,2019-01-29,14:12,0,130.48,4.761904762,6.524,9.0,2019,1,29
562-12-5430,Rawalpindi,Member,Female,Fashion accessories,88.15,3,13.2225,0.25872226122523734,2019-01-18,10:11,2,264.45,4.761904762,13.2225,7.9,2019,1,18
794-42-3736,Faisalabad,Normal,Male,Food and beverages,33.33,2,3.333,0.057476877995177186,2019-01-26,14:41,1,66.66,4.761904762,3.333,6.4,2019,1,26
284-34-9626,Faisalabad,Normal,Female,Home and lifestyle,77.04,3,11.556,0.2248099874851195,2019-02-11,10:39,1,231.12,4.761904762,11.556,7.2,2019,2,11
225-98-1496,Islamabad,Normal,Female,Fashion accessories,27.02,3,4.053,0.07212844540764933,2019-03-02,13:01,1,81.06,4.761904762,4.053,7.1,2019,3,2
327-40-9673,Faisalabad,Member,Male,Sports and travel,72.6,6,21.78,0.43286224474222396,2019-01-13,19:51,0,435.6,4.761904762,21.78,6.9,2019,1,13
559-98-9873,Rawalpindi,Member,Female,Fashion accessories,53.65,7,18.7775,0.3717631736922967,2019-02-10,12:56,2,375.55,4.761904762,18.7775,5.2,2019,2,10
130-98-8941,Islamabad,Normal,Male,Fashion accessories,64.26,7,22.491,0.4473306675620402,2019-02-09,10:00,0,449.82,4.761904762,22.491,5.7,2019,2,9
573-10-3877,Faisalabad,Member,Male,Health and beauty,39.01,1,1.9505,0.029343833623312273,2019-03-12,16:46,1,39.01,4.761904762,1.9505,4.7,2019,3,12
156-95-3964,Rawalpindi,Normal,Female,Food and beverages,55.39,4,11.078,0.2150829746751727,2019-03-25,15:19,2,221.56,4.761904762,11.078,8.0,2019,3,25
183-21-3799,Islamabad,Normal,Female,Electronic accessories,77.63,9,34.9335,0.7005280669088244,2019-02-19,15:14,2,698.67,4.761904762,34.9335,7.2,2019,2,19
592-46-1692,Islamabad,Member,Female,Food and beverages,36.77,7,12.8695,0.25153892331328914,2019-01-11,20:10,0,257.39,4.761904762,12.8695,7.4,2019,1,11
241-96-5076,Faisalabad,Member,Female,Home and lifestyle,49.1,2,4.91,0.08956788050832798,2019-01-08,12:58,1,98.2,4.761904762,4.91,6.4,2019,1,8
151-33-7434,Faisalabad,Normal,Female,Food and beverages,67.77,1,3.3885,0.058606269649888576,2019-02-04,20:43,1,67.77,4.761904762,3.3885,6.5,2019,2,4
521-18-7827,Islamabad,Member,Male,Home and lifestyle,39.39,5,9.8475,0.19004303897927413,2019-01-22,20:46,1,196.95,4.761904762,9.8475,8.7,2019,1,22
189-40-5216,Islamabad,Normal,Male,Electronic accessories,96.37,7,33.7295,0.6760273902913015,2019-01-09,11:40,0,674.59,4.761904762,33.7295,6.0,2019,1,9
132-32-9879,Faisalabad,Member,Female,Electronic accessories,93.96,4,18.792,0.37205823998046456,2019-03-09,18:00,0,375.84,4.761904762,18.792,9.5,2019,3,9
624-01-8356,Faisalabad,Normal,Female,Home and lifestyle,49.01,10,24.505,0.48831435751859426,2019-01-27,10:44,1,490.1,4.761904762,24.505,4.2,2019,1,27
307-85-2293,Faisalabad,Normal,Male,Home and lifestyle,50.28,5,12.57,0.24544427825768445,2019-03-07,13:58,2,251.4,4.761904762,12.57,9.7,2019,3,7
409-33-9708,Rawalpindi,Normal,Female,Fashion accessories,98.48,2,9.848,0.19005321367886613,2019-02-19,10:12,2,196.96,4.761904762,9.848,9.2,2019,2,19
316-55-4634,Faisalabad,Member,Male,Food and beverages,80.05,5,20.0125,0.39689468168452324,2019-01-26,12:45,1,400.25,4.761904762,20.0125,9.4,2019,1,26
656-95-9349,Rawalpindi,Member,Female,Health and beauty,68.93,7,24.1255,0.48059176052827035,2019-03-11,11:03,1,482.51,4.761904762,24.1255,4.6,2019,3,11
209-61-0206,Rawalpindi,Normal,Female,Home and lifestyle,42.91,5,10.7275,0.20795051026118452,2019-01-05,17:29,2,214.55,4.761904762,10.7275,6.1,2019,1,5
669-54-1719,Faisalabad,Member,Male,Electronic accessories,18.93,6,5.679,0.10521656848081559,2019-02-10,12:45,1,113.58,4.761904762,5.679,8.1,2019,2,10
448-34-8700,Faisalabad,Member,Male,Home and lifestyle,36.91,7,12.9185,0.25253604387330464,2019-02-10,13:51,2,258.37,4.761904762,12.9185,6.7,2019,2,10
720-72-2436,Rawalpindi,Normal,Male,Food and beverages,66.52,4,13.304,0.26038073725873245,2019-03-02,18:14,2,266.08,4.761904762,13.304,6.9,2019,3,2
413-20-6708,Islamabad,Member,Female,Fashion accessories,51.47,1,2.5735,0.04202150931493748,2019-03-18,15:52,2,51.47,4.761904762,2.5735,8.5,2019,3,18
574-80-1489,Faisalabad,Member,Female,Food and beverages,62.85,4,12.57,0.24544427825768445,2019-02-25,13:22,2,251.4,4.761904762,12.57,8.7,2019,2,25
541-08-3113,Islamabad,Normal,Male,Food and beverages,65.97,8,26.388,0.5266322761820457,2019-02-02,20:29,0,527.76,4.761904762,26.388,8.4,2019,2,2
667-92-0055,Rawalpindi,Member,Male,Health and beauty,99.83,6,29.949,0.5990964866762307,2019-03-04,15:02,2,598.98,4.761904762,29.949,8.5,2019,3,4
788-21-5741,Rawalpindi,Normal,Male,Fashion accessories,45.38,3,6.807,0.1281706907603553,2019-02-17,13:34,1,136.14,4.761904762,6.807,7.2,2019,2,17
608-05-3804,Faisalabad,Member,Male,Electronic accessories,39.75,1,1.9875,0.030096761393119866,2019-02-25,20:19,0,39.75,4.761904762,1.9875,6.1,2019,2,25
746-68-6593,Islamabad,Member,Female,Sports and travel,87.16,2,8.716,0.1670176938025905,2019-01-11,14:29,1,174.32,4.761904762,8.716,9.7,2019,1,11
649-29-6775,Faisalabad,Normal,Male,Fashion accessories,33.52,1,1.676,0.023757923547307266,2019-02-08,15:31,0,33.52,4.761904762,1.676,6.7,2019,2,8
200-40-6154,Faisalabad,Member,Male,Home and lifestyle,65.91,6,19.773,0.39202100057995787,2019-02-09,11:45,0,395.46,4.761904762,19.773,5.7,2019,2,9
345-08-4992,Rawalpindi,Normal,Male,Home and lifestyle,33.99,6,10.197,0.19715515399407832,2019-03-08,15:37,1,203.94,4.761904762,10.197,7.7,2019,3,8
305-89-2768,Faisalabad,Member,Female,Home and lifestyle,21.9,3,3.285,0.05650010683434571,2019-01-09,18:43,2,65.7,4.761904762,3.285,4.7,2019,1,9
272-27-9238,Islamabad,Normal,Female,Food and beverages,41.24,4,8.248,0.15749417498448356,2019-02-19,16:23,0,164.96,4.761904762,8.248,7.1,2019,2,19
721-86-6247,Rawalpindi,Normal,Female,Home and lifestyle,63.42,8,25.368,0.5058758890143767,2019-03-11,12:55,2,507.36,4.761904762,25.368,7.4,2019,3,11
272-65-1806,Rawalpindi,Normal,Female,Electronic accessories,60.88,9,27.396,0.5471444705595067,2019-01-15,17:17,2,547.92,4.761904762,27.396,4.7,2019,1,15
172-42-8274,Faisalabad,Normal,Female,Electronic accessories,38.27,2,3.827,0.0675294811920678,2019-03-02,18:18,1,76.54,4.761904762,3.827,5.8,2019,3,2
422-29-8786,Rawalpindi,Normal,Female,Home and lifestyle,67.09,5,16.7725,0.3309626283283986,2019-01-03,16:47,1,335.45,4.761904762,16.7725,9.1,2019,1,3
233-34-0817,Islamabad,Member,Female,Electronic accessories,98.84,1,4.942,0.09021906128221563,2019-02-15,11:21,0,98.84,4.761904762,4.942,8.4,2019,2,15
195-06-0432,Rawalpindi,Member,Male,Home and lifestyle,81.01,3,12.1515,0.236928054699185,2019-01-13,12:55,1,243.03,4.761904762,12.1515,9.3,2019,1,13
843-73-4724,Rawalpindi,Normal,Male,Fashion accessories,74.1,1,3.705,0.06504685449162113,2019-01-25,11:05,0,74.1,4.761904762,3.705,9.2,2019,1,25
640-48-5028,Faisalabad,Member,Female,Home and lifestyle,88.39,9,39.7755,0.7990598577576995,2019-03-02,12:40,0,795.51,4.761904762,39.7755,6.3,2019,3,2
291-59-1384,Faisalabad,Normal,Male,Electronic accessories,60.3,1,3.015,0.05100576905466865,2019-02-28,17:38,0,60.3,4.761904762,3.015,6.0,2019,2,28
831-07-6050,Rawalpindi,Normal,Male,Electronic accessories,32.71,5,8.1775,0.15605954234201233,2019-03-19,11:30,1,163.55,4.761904762,8.1775,9.9,2019,3,19
160-22-2687,Rawalpindi,Member,Female,Health and beauty,95.95,5,23.9875,0.47778354344087987,2019-01-23,14:21,2,479.75,4.761904762,23.9875,8.8,2019,1,23
124-31-1458,Rawalpindi,Member,Female,Electronic accessories,79.59,3,11.9385,0.23259363267299532,2019-01-08,14:30,0,238.77,4.761904762,11.9385,6.6,2019,1,8
282-35-2475,Faisalabad,Normal,Female,Sports and travel,93.31,2,9.331,0.17953257430074376,2019-03-25,17:53,0,186.62,4.761904762,9.331,6.3,2019,3,25
214-30-2776,Faisalabad,Member,Female,Electronic accessories,34.49,5,8.6225,0.1651150249788875,2019-03-11,19:44,1,172.45,4.761904762,8.6225,9.0,2019,3,11
237-44-6163,Rawalpindi,Normal,Male,Electronic accessories,10.56,8,4.224,0.07560819266811146,2019-01-24,17:43,0,84.48,4.761904762,4.224,7.6,2019,1,24
207-73-1363,Faisalabad,Normal,Male,Health and beauty,69.51,2,6.951,0.13110100424284973,2019-03-01,12:15,2,139.02,4.761904762,6.951,8.1,2019,3,1
605-03-2706,Rawalpindi,Normal,Female,Health and beauty,15.8,3,2.37,0.0378804065809957,2019-03-25,18:02,0,47.4,4.761904762,2.37,9.5,2019,3,25
101-17-6199,Rawalpindi,Normal,Male,Food and beverages,45.79,7,16.0265,0.31578197653714274,2019-03-13,19:44,1,320.53,4.761904762,16.0265,7.0,2019,3,13
186-71-5196,Rawalpindi,Member,Female,Food and beverages,79.54,2,7.954,0.15151145162439078,2019-03-27,16:30,2,159.08,4.761904762,7.954,6.2,2019,3,27
746-94-0204,Rawalpindi,Normal,Male,Fashion accessories,83.24,9,37.458,0.7519001251488049,2019-01-29,11:56,1,749.16,4.761904762,37.458,7.4,2019,1,29
324-41-6833,Islamabad,Member,Female,Electronic accessories,30.2,8,12.08,0.23547307265752979,2019-03-03,19:30,2,241.6,4.761904762,12.08,5.1,2019,3,3
690-01-6631,Faisalabad,Normal,Male,Fashion accessories,17.49,10,8.745,0.16760782637892616,2019-02-22,18:35,2,174.9,4.761904762,8.745,6.6,2019,2,22
652-43-6591,Rawalpindi,Normal,Female,Fashion accessories,97.29,8,38.916,0.781569549159061,2019-03-09,13:18,1,778.32,4.761904762,38.916,6.2,2019,3,9
210-67-5886,Islamabad,Member,Female,Health and beauty,98.21,3,14.7315,0.28942950459387684,2019-02-05,10:41,1,294.63,4.761904762,14.7315,7.8,2019,2,5
836-82-5858,Faisalabad,Member,Male,Health and beauty,69.37,9,31.2165,0.624889350141937,2019-01-26,19:14,2,624.33,4.761904762,31.2165,4.0,2019,1,26
173-57-2300,Islamabad,Member,Male,Sports and travel,72.88,2,7.288,0.13795875176785405,2019-03-13,12:51,0,145.76,4.761904762,7.288,6.1,2019,3,13
212-62-1842,Rawalpindi,Normal,Male,Food and beverages,58.26,6,17.478,0.3453191294527029,2019-03-28,16:44,0,349.56,4.761904762,17.478,9.9,2019,3,28
740-22-2500,Islamabad,Normal,Female,Electronic accessories,84.05,3,12.6075,0.24620738072708404,2019-01-23,13:29,0,252.15,4.761904762,12.6075,9.8,2019,1,23
745-71-3520,Rawalpindi,Member,Female,Electronic accessories,25.22,7,8.827,0.16927647711201324,2019-02-04,10:23,0,176.54,4.761904762,8.827,8.2,2019,2,4
210-30-7976,Faisalabad,Member,Female,Fashion accessories,22.32,4,4.464,0.08049204847226885,2019-03-14,11:16,2,89.28,4.761904762,4.464,4.1,2019,3,14
278-86-2735,Rawalpindi,Normal,Female,Food and beverages,52.34,3,7.851,0.14941546350843993,2019-03-27,14:03,0,157.02,4.761904762,7.851,9.2,2019,3,27
629-42-4133,Islamabad,Normal,Male,Health and beauty,21.8,8,8.72,0.16709909139932644,2019-02-19,19:24,0,174.4,4.761904762,8.72,8.3,2019,2,19
576-31-4774,Faisalabad,Normal,Female,Health and beauty,73.41,3,11.0115,0.21372973962943745,2019-03-02,13:10,2,220.23,4.761904762,11.0115,4.0,2019,3,2
378-24-2715,Faisalabad,Normal,Male,Home and lifestyle,53.44,2,5.344,0.09839951975417925,2019-01-20,20:38,2,106.88,4.761904762,5.344,4.1,2019,1,20
778-71-5554,Islamabad,Member,Male,Fashion accessories,15.43,1,0.7715,0.005351891985389132,2019-01-25,15:46,1,15.43,4.761904762,0.7715,6.1,2019,1,25
584-86-7256,Islamabad,Member,Male,Sports and travel,34.56,7,12.096,0.23579866304447358,2019-03-11,16:07,1,241.92,4.761904762,12.096,7.3,2019,3,11
831-64-0259,Faisalabad,Normal,Female,Fashion accessories,39.75,5,9.9375,0.19187448490583314,2019-02-22,10:43,2,198.75,4.761904762,9.9375,9.6,2019,2,22
489-82-1237,Rawalpindi,Normal,Female,Electronic accessories,93.88,7,32.858,0.6582928889024551,2019-01-05,11:51,1,657.16,4.761904762,32.858,7.3,2019,1,5
263-87-5680,Islamabad,Member,Female,Home and lifestyle,28.53,10,14.265,0.27993650987454594,2019-03-18,17:38,2,285.3,4.761904762,14.265,7.8,2019,3,18
816-72-8853,Rawalpindi,Member,Female,Sports and travel,27.93,5,6.9825,0.13174201031714539,2019-01-29,15:48,0,139.65,4.761904762,6.9825,5.9,2019,1,29
549-23-9016,Islamabad,Member,Female,Food and beverages,14.87,2,1.487,0.019911887101533327,2019-02-13,18:15,1,29.74,4.761904762,1.487,8.9,2019,2,13
410-67-1709,Rawalpindi,Member,Female,Fashion accessories,63.88,8,25.552,0.5096201784642307,2019-01-20,17:48,2,511.04,4.761904762,25.552,9.9,2019,1,20
665-32-9167,Rawalpindi,Member,Female,Health and beauty,36.26,2,3.626,0.06343925195608599,2019-01-10,17:15,1,72.52,4.761904762,3.626,7.2,2019,1,10
257-60-7754,Rawalpindi,Normal,Female,Electronic accessories,50.23,4,10.046,0.19408239471729596,2019-01-08,17:12,0,200.92,4.761904762,10.046,9.0,2019,1,8
