Invoice ID,Electronic accessories,Fashion accessories,Food and beverages,Health and beauty,Home and lifestyle,Sports and travel
817-48-8732,0.0,0.0,0.0,0.0,759.675,0.0
817-69-8206,942.4485,0.0,0.0,0.0,0.0,0.0
821-07-3596,0.0,69.09,0.0,0.0,0.0,0.0
821-14-9046,0.0,110.124,0.0,0.0,0.0,0.0
824-88-3614,0.0,0.0,0.0,288.204,0.0,0.0
825-94-5922,0.0,0.0,0.0,0.0,0.0,53.151
826-58-8051,0.0,0.0,0.0,0.0,261.198,0.0
827-26-2100,0.0,0.0,0.0,0.0,319.788,0.0
827-44-5872,0.0,0.0,570.78,0.0,0.0,0.0
827-77-7633,0.0,0.0,0.0,0.0,0.0,926.9505
828-46-6863,0.0,0.0,620.739,0.0,0.0,0.0
828-61-5674,0.0,0.0,0.0,0.0,0.0,462.21
829-34-3910,0.0,0.0,0.0,749.49,0.0,0.0
829-49-1914,0.0,0.0,822.255,0.0,0.0,0.0
830-58-2383,0.0,0.0,0.0,0.0,133.35,0.0
831-07-6050,171.7275,0.0,0.0,0.0,0.0,0.0
831-64-0259,0.0,208.6875,0.0,0.0,0.0,0.0
831-81-6575,714.3255,0.0,0.0,0.0,0.0,0.0
832-51-6761,0.0,0.0,284.592,0.0,0.0,0.0
834-25-9262,0.0,343.056,0.0,0.0,0.0,0.0
834-45-5519,180.6,0.0,0.0,0.0,0.0,0.0
834-61-8124,379.9215,0.0,0.0,0.0,0.0,0.0
834-83-1826,0.0,0.0,0.0,0.0,430.71,0.0
835-16-0096,0.0,0.0,0.0,0.0,0.0,77.175
836-82-5858,0.0,0.0,0.0,655.5465,0.0,0.0
837-55-7229,0.0,49.812,0.0,0.0,0.0,0.0
838-02-1821,0.0,0.0,0.0,0.0,26.733,0.0
838-78-4295,0.0,0.0,0.0,70.287,0.0,0.0
840-19-2096,461.5275,0.0,0.0,0.0,0.0,0.0
840-76-5966,0.0,0.0,0.0,0.0,0.0,26.796
841-18-8232,0.0,0.0,74.76,0.0,0.0,0.0
841-35-6630,478.233,0.0,0.0,0.0,0.0,0.0
842-29-4695,0.0,0.0,0.0,0.0,0.0,125.979
842-40-8179,0.0,0.0,810.6,0.0,0.0,0.0
843-01-4703,0.0,0.0,0.0,0.0,334.341,0.0
843-73-4724,0.0,77.805,0.0,0.0,0.0,0.0
845-51-0542,0.0,0.0,439.8975,0.0,0.0,0.0
845-94-6841,0.0,0.0,688.716,0.0,0.0,0.0
846-10-0341,0.0,312.8895,0.0,0.0,0.0,0.0
847-38-7188,0.0,0.0,304.542,0.0,0.0,0.0
848-07-1692,0.0,0.0,0.0,120.162,0.0,0.0
848-24-9445,0.0,0.0,0.0,91.77,0.0,0.0
848-42-2560,0.0,172.011,0.0,0.0,0.0,0.0
848-62-7243,0.0,0.0,0.0,235.2105,0.0,0.0
848-95-6252,0.0,0.0,0.0,0.0,90.5835,0.0
849-09-3807,0.0,649.299,0.0,0.0,0.0,0.0
850-41-9669,709.317,0.0,0.0,0.0,0.0,0.0
851-28-6367,0.0,0.0,0.0,0.0,0.0,162.75
851-98-3555,0.0,0.0,0.0,435.12,0.0,0.0
852-62-7105,0.0,874.125,0.0,0.0,0.0,0.0
852-82-2749,0.0,0.0,0.0,0.0,0.0,271.278
853-23-2453,0.0,0.0,0.0,318.108,0.0,0.0
856-22-8149,0.0,0.0,0.0,0.0,26.5545,0.0
856-66-2701,0.0,0.0,0.0,0.0,167.895,0.0
857-16-3520,0.0,525.231,0.0,0.0,0.0,0.0
857-67-9057,240.975,0.0,0.0,0.0,0.0,0.0
859-71-0933,0.0,0.0,0.0,0.0,0.0,32.529
859-97-6048,176.925,0.0,0.0,0.0,0.0,0.0
860-73-6466,0.0,0.0,0.0,0.0,0.0,82.887
860-79-0874,0.0,1042.65,0.0,0.0,0.0,0.0
861-77-0145,860.685,0.0,0.0,0.0,0.0,0.0
862-17-9201,0.0,0.0,529.515,0.0,0.0,0.0
862-29-5914,0.0,0.0,0.0,0.0,0.0,23.499
862-59-8517,0.0,0.0,568.512,0.0,0.0,0.0
864-24-7918,0.0,0.0,0.0,0.0,0.0,257.145
865-41-9075,0.0,0.0,84.7455,0.0,0.0,0.0
865-92-6136,0.0,0.0,166.1625,0.0,0.0,0.0
866-05-7563,256.41,0.0,0.0,0.0,0.0,0.0
866-70-2814,554.295,0.0,0.0,0.0,0.0,0.0
866-99-7614,0.0,0.0,936.6,0.0,0.0,0.0
867-47-1948,0.0,0.0,0.0,0.0,165.9,0.0
868-06-0466,657.531,0.0,0.0,0.0,0.0,0.0
868-52-7573,0.0,0.0,523.3725,0.0,0.0,0.0
868-81-1752,0.0,0.0,0.0,0.0,208.089,0.0
869-11-3082,0.0,0.0,0.0,403.872,0.0,0.0
870-54-3162,0.0,0.0,0.0,0.0,0.0,169.3125
870-72-4431,0.0,0.0,0.0,624.897,0.0,0.0
870-76-1733,0.0,0.0,74.7075,0.0,0.0,0.0
871-39-9221,78.435,0.0,0.0,0.0,0.0,0.0
871-79-8483,0.0,494.1825,0.0,0.0,0.0,0.0
873-14-6353,0.0,0.0,182.427,0.0,0.0,0.0
873-51-0671,0.0,0.0,0.0,0.0,0.0,161.553
873-95-4984,0.0,0.0,0.0,565.215,0.0,0.0
875-31-8302,0.0,0.0,0.0,0.0,0.0,98.049
875-46-5808,0.0,0.0,0.0,271.95,0.0,0.0
877-22-3308,0.0,0.0,0.0,166.635,0.0,0.0
878-30-2331,0.0,0.0,0.0,0.0,0.0,572.775
880-35-0356,0.0,0.0,0.0,0.0,0.0,236.88
880-46-5796,0.0,0.0,0.0,0.0,0.0,807.66
881-41-7302,0.0,68.2395,0.0,0.0,0.0,0.0
882-40-4577,0.0,0.0,0.0,0.0,0.0,282.492
883-17-4236,0.0,0.0,0.0,0.0,0.0,30.219
883-69-1285,0.0,104.832,0.0,0.0,0.0,0.0
884-80-6021,771.435,0.0,0.0,0.0,0.0,0.0
885-17-6250,0.0,0.0,0.0,83.727,0.0,0.0
885-56-0389,0.0,54.9675,0.0,0.0,0.0,0.0
886-18-2897,0.0,0.0,296.94,0.0,0.0,0.0
886-54-6089,0.0,0.0,0.0,0.0,72.009,0.0
886-77-9084,603.876,0.0,0.0,0.0,0.0,0.0
887-42-0517,0.0,0.0,0.0,0.0,0.0,611.079
888-02-0338,247.8735,0.0,0.0,0.0,0.0,0.0
889-04-9723,0.0,0.0,374.388,0.0,0.0,0.0
891-01-7034,470.673,0.0,0.0,0.0,0.0,0.0
891-58-8335,0.0,0.0,0.0,0.0,0.0,217.6335
892-05-6689,0.0,0.0,0.0,0.0,148.68,0.0
894-41-5205,0.0,0.0,362.712,0.0,0.0,0.0
895-03-6665,0.0,345.0195,0.0,0.0,0.0,0.0
895-66-0685,0.0,0.0,56.952,0.0,0.0,0.0
896-34-0956,0.0,22.386,0.0,0.0,0.0,0.0
898-04-2717,0.0,721.98,0.0,0.0,0.0,0.0
