User_ID,Product_ID,Category,Price (Rs.),Discount (%),Final_Price(Rs.),Payment_Method,Purchase_Date,Year,Month,Day,Recency,Frequency,Monetary_Value
U225,P1566,6,Rs. 133.33,5,Rs. 126.66,UBL Omni,2024-05-19,2024,5,19,294,1,126.66
U1045,P774,3,Rs. 306.97,20,Rs. 245.58,UBL Omni,2024-03-07,2024,3,7,367,1,245.58
U516,P521,5,Rs. 185.53,15,Rs. 157.7,JazzCash,2024-08-15,2024,8,15,206,1,157.7
U598,P390,6,Rs. 31.79,0,Rs. 31.79,Visa,2024-08-20,2024,8,20,201,1,31.79
U1389,P1540,6,Rs. 326.97,20,Rs. 261.58,UBL Omni,2024-05-24,2024,5,24,289,1,261.58
U725,P283,2,Rs. 166.89,10,Rs. 150.2,Visa,2024-01-09,2024,1,9,425,1,150.2
U223,P168,1,Rs. 207.44,20,Rs. 165.95,JazzCash,2024-02-18,2024,2,18,385,1,165.95
U469,P532,0,Rs. 31.12,50,Rs. 15.56,Cash on Delivery,2024-08-16,2024,8,16,205,1,15.56
U1764,P770,3,Rs. 469.59,10,Rs. 422.63,UBL Omni,2024-06-29,2024,6,29,253,1,422.63
U1549,P937,5,Rs. 399.69,25,Rs. 299.77,Cash on Delivery,2024-07-04,2024,7,4,248,1,299.77
U792,P911,6,Rs. 12.15,5,Rs. 11.54,Visa,2024-01-02,2024,1,2,432,1,11.54
U1827,P1580,4,Rs. 59.16,20,Rs. 47.33,Cash on Delivery,2024-03-25,2024,3,25,349,1,47.33
U599,P1948,6,Rs. 261.36,10,Rs. 235.22,UBL Omni,2024-07-23,2024,7,23,229,1,235.22
U52,P1387,3,Rs. 136.96,25,Rs. 102.72,JazzCash,2024-10-31,2024,10,31,129,1,102.72
U1753,P406,4,Rs. 200.57,15,Rs. 170.48,Easypaisa,2024-05-30,2024,5,30,283,1,170.48
U229,P1522,2,Rs. 481.63,20,Rs. 385.3,Cash on Delivery,2024-05-06,2024,5,6,307,1,385.3
U1925,P75,6,Rs. 44.62,50,Rs. 22.31,Visa,2024-06-26,2024,6,26,256,1,22.31
U1518,P1468,5,Rs. 155.2,30,Rs. 108.64,UBL Omni,2024-05-03,2024,5,3,310,1,108.64
U63,P1855,6,Rs. 340.82,0,Rs. 340.82,Visa,2024-05-23,2024,5,23,290,1,340.82
U1294,P844,1,Rs. 377.55,50,Rs. 188.78,JazzCash,2024-08-25,2024,8,25,196,1,188.78
U315,P1453,3,Rs. 176.01,0,Rs. 176.01,Visa,2024-07-09,2024,7,9,243,1,176.01
U436,P1945,4,Rs. 53.69,25,Rs. 40.27,UBL Omni,2024-07-07,2024,7,7,245,1,40.27
U118,P1176,0,Rs. 70.91,10,Rs. 63.82,Visa,2024-01-31,2024,1,31,403,1,63.82
U256,P248,0,Rs. 120.16,10,Rs. 108.14,Easypaisa,2024-09-27,2024,9,27,163,1,108.14
U1734,P397,0,Rs. 489.9,10,Rs. 440.91,Easypaisa,2024-05-03,2024,5,3,310,1,440.91
U1143,P740,0,Rs. 377.99,10,Rs. 340.19,Visa,2024-07-26,2024,7,26,226,1,340.19
U1981,P1489,5,Rs. 286.23,0,Rs. 286.23,Easypaisa,2024-10-27,2024,10,27,133,1,286.23
U876,P1933,0,Rs. 187.72,30,Rs. 131.4,UBL Omni,2024-02-12,2024,2,12,391,1,131.4
U1250,P409,1,Rs. 422.02,30,Rs. 295.41,Visa,2024-06-07,2024,6,7,275,1,295.41
U998,P245,1,Rs. 61.82,20,Rs. 49.46,JazzCash,2024-01-21,2024,1,21,413,1,49.46
U1489,P697,6,Rs. 440.27,20,Rs. 352.22,Cash on Delivery,2024-04-01,2024,4,1,342,1,352.22
U1365,P104,2,Rs. 53.79,5,Rs. 51.1,UBL Omni,2024-03-11,2024,3,11,363,1,51.1
U593,P1633,1,Rs. 176.27,10,Rs. 158.64,Visa,2024-04-16,2024,4,16,327,1,158.64
U562,P793,6,Rs. 117.78,10,Rs. 106.0,Easypaisa,2024-05-18,2024,5,18,295,1,106.0
U921,P1715,6,Rs. 340.43,30,Rs. 238.3,Cash on Delivery,2024-06-01,2024,6,1,281,1,238.3
U101,P1261,4,Rs. 429.69,30,Rs. 300.78,Cash on Delivery,2024-02-07,2024,2,7,396,1,300.78
U321,P1497,2,Rs. 468.37,15,Rs. 398.11,JazzCash,2024-07-02,2024,7,2,250,1,398.11
U1539,P299,0,Rs. 499.65,10,Rs. 449.69,Visa,2024-07-25,2024,7,25,227,1,449.69
U1495,P1240,5,Rs. 107.22,0,Rs. 107.22,Visa,2024-06-08,2024,6,8,274,1,107.22
U1678,P1698,0,Rs. 381.05,10,Rs. 342.94,Visa,2024-10-07,2024,10,7,153,1,342.94
U1136,P1000,6,Rs. 102.19,15,Rs. 86.86,Cash on Delivery,2024-05-02,2024,5,2,311,1,86.86
U1998,P1097,1,Rs. 95.75,5,Rs. 90.96,JazzCash,2024-05-10,2024,5,10,303,1,90.96
U362,P36,2,Rs. 259.42,20,Rs. 207.54,Cash on Delivery,2024-04-05,2024,4,5,338,1,207.54
U1280,P705,3,Rs. 314.34,50,Rs. 157.17,UBL Omni,2024-03-12,2024,3,12,362,1,157.17
U1666,P1846,1,Rs. 423.41,25,Rs. 317.56,Cash on Delivery,2024-06-04,2024,6,4,278,1,317.56
U1283,P1151,2,Rs. 207.54,10,Rs. 186.79,Visa,2024-06-26,2024,6,26,256,1,186.79
U1296,P381,3,Rs. 335.31,25,Rs. 251.48,Easypaisa,2024-09-13,2024,9,13,177,1,251.48
U836,P1342,0,Rs. 407.12,20,Rs. 325.7,Easypaisa,2024-03-18,2024,3,18,356,1,325.7
U1429,P522,5,Rs. 202.59,30,Rs. 141.81,Easypaisa,2024-08-27,2024,8,27,194,1,141.81
U1793,P1474,2,Rs. 424.68,15,Rs. 360.98,Cash on Delivery,2024-03-05,2024,3,5,369,1,360.98
U306,P1766,4,Rs. 113.71,5,Rs. 108.02,UBL Omni,2024-04-28,2024,4,28,315,1,108.02
U1107,P1403,2,Rs. 181.26,50,Rs. 90.63,Cash on Delivery,2024-06-26,2024,6,26,256,1,90.63
U927,P1223,3,Rs. 94.83,0,Rs. 94.83,UBL Omni,2024-07-19,2024,7,19,233,1,94.83
U1675,P1192,5,Rs. 328.87,5,Rs. 312.43,JazzCash,2024-02-17,2024,2,17,386,1,312.43
U1368,P133,4,Rs. 50.18,50,Rs. 25.09,Easypaisa,2024-07-30,2024,7,30,222,1,25.09
U37,P970,5,Rs. 250.31,50,Rs. 125.16,UBL Omni,2024-04-08,2024,4,8,335,1,125.16
U198,P1579,3,Rs. 191.54,0,Rs. 191.54,Visa,2024-08-07,2024,8,7,214,1,191.54
U114,P1288,1,Rs. 298.47,0,Rs. 298.47,Visa,2024-01-04,2024,1,4,430,1,298.47
U504,P1944,6,Rs. 398.85,10,Rs. 358.97,Visa,2024-09-23,2024,9,23,167,1,358.97
U1595,P1335,3,Rs. 181.56,0,Rs. 181.56,Visa,2024-08-14,2024,8,14,207,1,181.56
U630,P893,2,Rs. 153.55,30,Rs. 107.48,Cash on Delivery,2024-01-05,2024,1,5,429,1,107.48
U92,P1085,4,Rs. 291.57,15,Rs. 247.83,JazzCash,2024-09-12,2024,9,12,178,1,247.83
U662,P1874,2,Rs. 459.22,10,Rs. 413.3,Easypaisa,2024-10-25,2024,10,25,135,1,413.3
U74,P1562,0,Rs. 284.26,50,Rs. 142.13,Visa,2024-10-16,2024,10,16,144,1,142.13
U739,P1755,6,Rs. 37.83,5,Rs. 35.94,UBL Omni,2024-10-12,2024,10,12,148,1,35.94
U1426,P375,6,Rs. 167.04,20,Rs. 133.63,Easypaisa,2024-08-24,2024,8,24,197,1,133.63
U1311,P1469,6,Rs. 447.34,30,Rs. 313.14,Visa,2024-08-12,2024,8,12,209,1,313.14
U820,P748,6,Rs. 197.33,20,Rs. 157.86,Visa,2024-02-18,2024,2,18,385,1,157.86
U538,P929,1,Rs. 367.14,5,Rs. 348.78,Easypaisa,2024-09-26,2024,9,26,164,1,348.78
U1616,P1871,4,Rs. 337.81,25,Rs. 253.36,UBL Omni,2024-06-18,2024,6,18,264,1,253.36
U1883,P1169,6,Rs. 72.87,20,Rs. 58.3,Visa,2024-02-14,2024,2,14,389,1,58.3
U1260,P1189,6,Rs. 477.48,0,Rs. 477.48,JazzCash,2024-10-25,2024,10,25,135,1,477.48
U1945,P1041,4,Rs. 42.98,5,Rs. 40.83,JazzCash,2024-09-07,2024,9,7,183,1,40.83
U1039,P888,6,Rs. 83.67,10,Rs. 75.3,Visa,2024-01-20,2024,1,20,414,1,75.3
U517,P1175,4,Rs. 374.73,15,Rs. 318.52,Cash on Delivery,2024-06-21,2024,6,21,261,1,318.52
U336,P519,6,Rs. 431.65,25,Rs. 323.74,UBL Omni,2024-05-20,2024,5,20,293,1,323.74
U439,P1839,5,Rs. 322.93,5,Rs. 306.78,UBL Omni,2024-01-03,2024,1,3,431,1,306.78
U1186,P1648,1,Rs. 466.55,25,Rs. 349.91,Easypaisa,2024-11-20,2024,11,20,109,1,349.91
U999,P732,0,Rs. 135.22,25,Rs. 101.41,JazzCash,2024-01-19,2024,1,19,415,1,101.41
U511,P31,5,Rs. 346.81,15,Rs. 294.79,Cash on Delivery,2024-04-11,2024,4,11,332,1,294.79
U1390,P1040,0,Rs. 201.42,20,Rs. 161.14,JazzCash,2024-05-28,2024,5,28,285,1,161.14
U381,P864,6,Rs. 63.96,5,Rs. 60.76,JazzCash,2024-09-15,2024,9,15,175,1,60.76
U571,P1050,5,Rs. 496.79,5,Rs. 471.95,UBL Omni,2024-05-10,2024,5,10,303,1,471.95
U1154,P1375,2,Rs. 342.32,20,Rs. 273.86,Visa,2024-01-21,2024,1,21,413,1,273.86
U1176,P1421,4,Rs. 137.59,15,Rs. 116.95,Visa,2024-11-02,2024,11,2,127,1,116.95
U883,P1245,0,Rs. 219.61,15,Rs. 186.67,Easypaisa,2024-03-20,2024,3,20,354,1,186.67
U1131,P294,6,Rs. 163.27,25,Rs. 122.45,JazzCash,2024-07-22,2024,7,22,230,1,122.45
U488,P432,6,Rs. 30.8,50,Rs. 15.4,JazzCash,2024-04-28,2024,4,28,315,1,15.4
U178,P1239,3,Rs. 322.75,15,Rs. 274.34,JazzCash,2024-02-10,2024,2,10,393,1,274.34
U1050,P1993,2,Rs. 438.0,5,Rs. 416.1,Easypaisa,2024-11-01,2024,11,1,128,1,416.1
U1995,P306,0,Rs. 170.97,50,Rs. 85.48,Easypaisa,2024-08-21,2024,8,21,200,1,85.48
U1457,P932,4,Rs. 175.33,20,Rs. 140.26,Easypaisa,2024-05-25,2024,5,25,288,1,140.26
U918,P855,1,Rs. 245.53,0,Rs. 245.53,JazzCash,2024-04-12,2024,4,12,331,1,245.53
U1746,P1922,5,Rs. 71.33,20,Rs. 57.06,Cash on Delivery,2024-04-10,2024,4,10,333,1,57.06
U1348,P1717,5,Rs. 462.49,15,Rs. 393.12,Cash on Delivery,2024-08-31,2024,8,31,190,1,393.12
U1366,P629,6,Rs. 348.31,15,Rs. 296.06,Cash on Delivery,2024-06-10,2024,6,10,272,1,296.06
U1498,P1705,4,Rs. 413.16,15,Rs. 351.19,Cash on Delivery,2024-11-20,2024,11,20,109,1,351.19
U970,P394,5,Rs. 276.08,25,Rs. 207.06,Easypaisa,2024-02-28,2024,2,28,375,1,207.06
U1146,P39,2,Rs. 96.34,20,Rs. 77.07,UBL Omni,2024-03-17,2024,3,17,357,1,77.07
U899,P1166,2,Rs. 59.22,10,Rs. 53.3,UBL Omni,2024-04-27,2024,4,27,316,1,53.3
U1791,P1756,5,Rs. 317.46,0,Rs. 317.46,Cash on Delivery,2024-01-20,2024,1,20,414,1,317.46
U1593,P201,1,Rs. 222.28,0,Rs. 222.28,Cash on Delivery,2024-09-07,2024,9,7,183,1,222.28
U1648,P597,0,Rs. 362.99,15,Rs. 308.54,UBL Omni,2024-07-07,2024,7,7,245,1,308.54
U1907,P1172,4,Rs. 321.07,20,Rs. 256.86,Cash on Delivery,2024-07-08,2024,7,8,244,1,256.86
U1754,P841,6,Rs. 357.9,30,Rs. 250.53,JazzCash,2024-08-14,2024,8,14,207,1,250.53
U319,P825,6,Rs. 42.07,15,Rs. 35.76,Easypaisa,2024-09-27,2024,9,27,163,1,35.76
U309,P711,2,Rs. 438.97,10,Rs. 395.07,Cash on Delivery,2024-10-18,2024,10,18,142,1,395.07
U666,P103,6,Rs. 289.62,10,Rs. 260.66,Easypaisa,2024-07-28,2024,7,28,224,1,260.66
U1996,P431,1,Rs. 110.72,25,Rs. 83.04,Cash on Delivery,2024-08-31,2024,8,31,190,1,83.04
U296,P1926,1,Rs. 73.29,0,Rs. 73.29,JazzCash,2024-09-01,2024,9,1,189,1,73.29
U147,P655,0,Rs. 248.07,15,Rs. 210.86,Easypaisa,2024-11-13,2024,11,13,116,1,210.86
U1786,P649,5,Rs. 249.4,30,Rs. 174.58,JazzCash,2024-04-21,2024,4,21,322,1,174.58
U1074,P1217,5,Rs. 235.71,20,Rs. 188.57,Easypaisa,2024-05-28,2024,5,28,285,1,188.57
U1244,P1753,6,Rs. 268.49,25,Rs. 201.37,JazzCash,2024-05-09,2024,5,9,304,1,201.37
U1554,P862,2,Rs. 333.61,10,Rs. 300.25,UBL Omni,2024-10-31,2024,10,31,129,1,300.25
U21,P1875,0,Rs. 471.43,0,Rs. 471.43,JazzCash,2024-05-06,2024,5,6,307,1,471.43
U835,P1971,4,Rs. 204.0,5,Rs. 193.8,Cash on Delivery,2024-08-31,2024,8,31,190,1,193.8
U525,P1894,3,Rs. 298.26,20,Rs. 238.61,Visa,2024-03-04,2024,3,4,370,1,238.61
U526,P48,3,Rs. 198.45,25,Rs. 148.84,Cash on Delivery,2024-05-23,2024,5,23,290,1,148.84
U1920,P1719,2,Rs. 180.06,5,Rs. 171.06,Visa,2024-03-20,2024,3,20,354,1,171.06
U1235,P1253,1,Rs. 332.89,0,Rs. 332.89,Easypaisa,2024-07-25,2024,7,25,227,1,332.89
U541,P685,6,Rs. 53.69,20,Rs. 42.95,JazzCash,2024-05-08,2024,5,8,305,1,42.95
U426,P708,6,Rs. 365.26,0,Rs. 365.26,JazzCash,2024-01-21,2024,1,21,413,1,365.26
U1752,P1864,1,Rs. 69.37,0,Rs. 69.37,Visa,2024-10-30,2024,10,30,130,1,69.37
U1908,P141,6,Rs. 363.56,50,Rs. 181.78,Easypaisa,2024-05-03,2024,5,3,310,1,181.78
U1135,P377,3,Rs. 334.67,50,Rs. 167.34,Easypaisa,2024-03-09,2024,3,9,365,1,167.34
U1509,P1213,6,Rs. 260.74,5,Rs. 247.7,Easypaisa,2024-09-20,2024,9,20,170,1,247.7
U778,P572,3,Rs. 335.99,20,Rs. 268.79,Easypaisa,2024-05-09,2024,5,9,304,1,268.79
U55,P729,0,Rs. 83.47,20,Rs. 66.78,Cash on Delivery,2024-01-28,2024,1,28,406,1,66.78
U1314,P1760,1,Rs. 170.5,10,Rs. 153.45,Cash on Delivery,2024-10-22,2024,10,22,138,1,153.45
U1051,P1560,3,Rs. 464.71,50,Rs. 232.35,JazzCash,2024-08-03,2024,8,3,218,1,232.35
U1910,P917,0,Rs. 102.7,30,Rs. 71.89,UBL Omni,2024-08-09,2024,8,9,212,1,71.89
U713,P1384,0,Rs. 343.3,30,Rs. 240.31,Easypaisa,2024-03-30,2024,3,30,344,1,240.31
U1530,P959,4,Rs. 493.1,25,Rs. 369.83,Easypaisa,2024-07-18,2024,7,18,234,1,369.83
U838,P1621,4,Rs. 270.76,30,Rs. 189.53,Cash on Delivery,2024-02-08,2024,2,8,395,1,189.53
U1141,P894,3,Rs. 300.96,0,Rs. 300.96,Easypaisa,2024-05-13,2024,5,13,300,1,300.96
U1612,P207,4,Rs. 51.83,50,Rs. 25.91,Visa,2024-10-11,2024,10,11,149,1,25.91
U955,P364,5,Rs. 330.56,15,Rs. 280.98,Easypaisa,2024-04-11,2024,4,11,332,1,280.98
U1633,P1734,5,Rs. 309.46,0,Rs. 309.46,Visa,2024-01-11,2024,1,11,423,1,309.46
U59,P1388,6,Rs. 216.97,50,Rs. 108.48,Visa,2024-05-30,2024,5,30,283,1,108.48
U1310,P973,3,Rs. 267.99,5,Rs. 254.59,Cash on Delivery,2024-11-03,2024,11,3,126,1,254.59
U1151,P1718,6,Rs. 262.8,0,Rs. 262.8,UBL Omni,2024-03-18,2024,3,18,356,1,262.8
U1663,P823,0,Rs. 106.66,25,Rs. 80.0,Cash on Delivery,2024-11-02,2024,11,2,127,1,80.0
U1198,P1427,3,Rs. 222.53,30,Rs. 155.77,UBL Omni,2024-02-01,2024,2,1,402,1,155.77
U1570,P442,5,Rs. 310.66,50,Rs. 155.33,UBL Omni,2024-04-28,2024,4,28,315,1,155.33
U542,P1012,4,Rs. 362.96,10,Rs. 326.66,Visa,2024-09-30,2024,9,30,160,1,326.66
U995,P376,3,Rs. 369.36,10,Rs. 332.42,UBL Omni,2024-09-23,2024,9,23,167,1,332.42
U1763,P866,1,Rs. 350.59,0,Rs. 350.59,JazzCash,2024-09-26,2024,9,26,164,1,350.59
U1493,P1697,4,Rs. 214.45,0,Rs. 214.45,UBL Omni,2024-04-14,2024,4,14,329,1,214.45
U1618,P1658,1,Rs. 329.33,15,Rs. 279.93,Visa,2024-11-02,2024,11,2,127,1,279.93
U1170,P209,2,Rs. 41.11,20,Rs. 32.89,Visa,2024-11-12,2024,11,12,117,1,32.89
U122,P456,6,Rs. 330.6,30,Rs. 231.42,Cash on Delivery,2024-08-25,2024,8,25,196,1,231.42
U746,P1204,0,Rs. 485.71,20,Rs. 388.57,UBL Omni,2024-06-07,2024,6,7,275,1,388.57
U1226,P87,1,Rs. 352.89,10,Rs. 317.6,JazzCash,2024-02-02,2024,2,2,401,1,317.6
U1991,P585,6,Rs. 219.74,20,Rs. 175.79,Cash on Delivery,2024-10-27,2024,10,27,133,1,175.79
U967,P734,2,Rs. 152.19,15,Rs. 129.36,UBL Omni,2024-03-31,2024,3,31,343,1,129.36
U1231,P1679,5,Rs. 67.36,25,Rs. 50.52,Easypaisa,2024-11-10,2024,11,10,119,1,50.52
U1281,P1139,2,Rs. 463.55,15,Rs. 394.02,UBL Omni,2024-03-09,2024,3,9,365,1,394.02
U1573,P464,5,Rs. 141.64,50,Rs. 70.82,Cash on Delivery,2024-04-29,2024,4,29,314,1,70.82
U887,P638,1,Rs. 237.95,15,Rs. 202.26,Easypaisa,2024-10-22,2024,10,22,138,1,202.26
U715,P1116,2,Rs. 172.78,5,Rs. 164.14,Visa,2024-06-01,2024,6,1,281,1,164.14
U787,P1355,1,Rs. 187.72,20,Rs. 150.18,UBL Omni,2024-02-12,2024,2,12,391,1,150.18
U1914,P1930,2,Rs. 282.41,5,Rs. 268.29,Easypaisa,2024-01-20,2024,1,20,414,1,268.29
U1062,P752,4,Rs. 418.85,0,Rs. 418.85,JazzCash,2024-02-11,2024,2,11,392,1,418.85
U1812,P1133,4,Rs. 262.15,15,Rs. 222.83,Cash on Delivery,2024-01-14,2024,1,14,420,1,222.83
U1911,P467,5,Rs. 63.8,0,Rs. 63.8,UBL Omni,2024-09-12,2024,9,12,178,1,63.8
U1623,P1950,0,Rs. 415.0,5,Rs. 394.25,Visa,2024-05-19,2024,5,19,294,1,394.25
U992,P1581,0,Rs. 85.36,50,Rs. 42.68,JazzCash,2024-09-22,2024,9,22,168,1,42.68
U1134,P1043,5,Rs. 65.76,10,Rs. 59.18,Visa,2024-09-06,2024,9,6,184,1,59.18
U400,P1676,4,Rs. 95.92,25,Rs. 71.94,Visa,2024-04-19,2024,4,19,324,1,71.94
U124,P334,2,Rs. 93.28,15,Rs. 79.29,Easypaisa,2024-07-31,2024,7,31,221,1,79.29
U1164,P527,5,Rs. 482.59,15,Rs. 410.2,UBL Omni,2024-05-17,2024,5,17,296,1,410.2
U1269,P1618,0,Rs. 82.45,0,Rs. 82.45,Visa,2024-07-06,2024,7,6,246,1,82.45
U1722,P443,4,Rs. 285.18,0,Rs. 285.18,Easypaisa,2024-05-24,2024,5,24,289,1,285.18
U1834,P172,5,Rs. 147.6,50,Rs. 73.8,UBL Omni,2024-05-02,2024,5,2,311,1,73.8
U707,P416,0,Rs. 174.43,30,Rs. 122.1,UBL Omni,2024-06-14,2024,6,14,268,1,122.1
U759,P24,5,Rs. 190.26,0,Rs. 190.26,Visa,2024-01-15,2024,1,15,419,1,190.26
U484,P1567,3,Rs. 419.81,15,Rs. 356.84,UBL Omni,2024-04-09,2024,4,9,334,1,356.84
U923,P1042,6,Rs. 454.39,25,Rs. 340.79,UBL Omni,2024-09-04,2024,9,4,186,1,340.79
U253,P1369,2,Rs. 457.07,0,Rs. 457.07,Cash on Delivery,2024-01-17,2024,1,17,417,1,457.07
U328,P1430,2,Rs. 186.26,20,Rs. 149.01,JazzCash,2024-11-16,2024,11,16,113,1,149.01
U1325,P286,2,Rs. 69.31,50,Rs. 34.66,Easypaisa,2024-09-23,2024,9,23,167,1,34.66
U1599,P384,1,Rs. 368.42,20,Rs. 294.74,JazzCash,2024-07-13,2024,7,13,239,1,294.74
U1876,P1784,1,Rs. 70.29,25,Rs. 52.72,Easypaisa,2024-04-06,2024,4,6,337,1,52.72
U1967,P1395,6,Rs. 138.83,10,Rs. 124.95,Easypaisa,2024-06-18,2024,6,18,264,1,124.95
U1642,P501,2,Rs. 49.72,10,Rs. 44.75,Easypaisa,2024-03-18,2024,3,18,356,1,44.75
U1513,P886,1,Rs. 237.27,0,Rs. 237.27,Cash on Delivery,2024-11-13,2024,11,13,116,1,237.27
U505,P816,6,Rs. 76.91,5,Rs. 73.06,UBL Omni,2024-03-28,2024,3,28,346,1,73.06
U869,P1619,0,Rs. 213.97,50,Rs. 106.98,JazzCash,2024-10-25,2024,10,25,135,1,106.98
U137,P386,6,Rs. 263.15,5,Rs. 249.99,Easypaisa,2024-08-11,2024,8,11,210,1,249.99
U754,P1563,2,Rs. 298.79,15,Rs. 253.97,Visa,2024-03-03,2024,3,3,371,1,253.97
U1674,P438,5,Rs. 373.25,10,Rs. 335.93,UBL Omni,2024-04-16,2024,4,16,327,1,335.93
U1162,P1655,1,Rs. 353.61,20,Rs. 282.89,UBL Omni,2024-04-26,2024,4,26,317,1,282.89
U1502,P1339,5,Rs. 74.64,30,Rs. 52.25,Cash on Delivery,2024-11-17,2024,11,17,112,1,52.25
U1070,P1895,5,Rs. 209.44,30,Rs. 146.61,JazzCash,2024-04-03,2024,4,3,340,1,146.61
U654,P214,3,Rs. 446.14,0,Rs. 446.14,JazzCash,2024-01-03,2024,1,3,431,1,446.14
U1669,P1082,1,Rs. 494.14,50,Rs. 247.07,JazzCash,2024-11-05,2024,11,5,124,1,247.07
U1587,P108,1,Rs. 76.8,5,Rs. 72.96,Visa,2024-06-13,2024,6,13,269,1,72.96
U1636,P422,6,Rs. 12.1,20,Rs. 9.68,JazzCash,2024-03-23,2024,3,23,351,1,9.68
U68,P1481,6,Rs. 94.02,20,Rs. 75.22,UBL Omni,2024-01-17,2024,1,17,417,1,75.22
U73,P68,4,Rs. 263.55,50,Rs. 131.78,Visa,2024-11-10,2024,11,10,119,1,131.78
U1630,P1488,4,Rs. 279.24,50,Rs. 139.62,UBL Omni,2024-03-13,2024,3,13,361,1,139.62
U4,P277,4,Rs. 391.15,30,Rs. 273.8,UBL Omni,2024-08-21,2024,8,21,200,1,273.8
U1032,P1017,0,Rs. 161.34,0,Rs. 161.34,JazzCash,2024-02-29,2024,2,29,374,1,161.34
U1803,P983,2,Rs. 204.21,15,Rs. 173.58,Easypaisa,2024-02-17,2024,2,17,386,1,173.58
U1312,P724,3,Rs. 450.82,5,Rs. 428.28,UBL Omni,2024-07-18,2024,7,18,234,1,428.28
U1208,P357,3,Rs. 160.11,30,Rs. 112.08,Cash on Delivery,2024-10-23,2024,10,23,137,1,112.08
U1336,P492,1,Rs. 12.31,10,Rs. 11.08,UBL Omni,2024-09-09,2024,9,9,181,1,11.08
U668,P1758,0,Rs. 24.75,50,Rs. 12.38,Easypaisa,2024-01-14,2024,1,14,420,1,12.38
U453,P1886,1,Rs. 176.6,0,Rs. 176.6,UBL Omni,2024-03-12,2024,3,12,362,1,176.6
U537,P33,4,Rs. 131.08,50,Rs. 65.54,Easypaisa,2024-04-22,2024,4,22,321,1,65.54
U545,P701,2,Rs. 347.13,5,Rs. 329.77,Easypaisa,2024-11-18,2024,11,18,111,1,329.77
U1261,P700,0,Rs. 170.1,15,Rs. 144.58,Cash on Delivery,2024-09-02,2024,9,2,188,1,144.58
U760,P240,6,Rs. 442.51,0,Rs. 442.51,UBL Omni,2024-11-01,2024,11,1,128,1,442.51
U1950,P1482,5,Rs. 497.4,50,Rs. 248.7,Visa,2024-08-08,2024,8,8,213,1,248.7
U458,P1147,2,Rs. 297.32,0,Rs. 297.32,Cash on Delivery,2024-09-12,2024,9,12,178,1,297.32
U271,P552,5,Rs. 140.42,0,Rs. 140.42,Cash on Delivery,2024-05-28,2024,5,28,285,1,140.42
U1128,P496,6,Rs. 280.66,15,Rs. 238.56,Visa,2024-11-11,2024,11,11,118,1,238.56
U1983,P1194,2,Rs. 166.33,50,Rs. 83.17,Cash on Delivery,2024-04-15,2024,4,15,328,1,83.17
U1670,P1555,5,Rs. 416.78,50,Rs. 208.39,Visa,2024-09-02,2024,9,2,188,1,208.39
U631,P156,5,Rs. 213.0,50,Rs. 106.5,Easypaisa,2024-01-08,2024,1,8,426,1,106.5
U327,P404,6,Rs. 71.71,10,Rs. 64.54,JazzCash,2024-09-01,2024,9,1,189,1,64.54
U1588,P1141,6,Rs. 35.25,15,Rs. 29.96,JazzCash,2024-01-11,2024,1,11,423,1,29.96
U302,P537,5,Rs. 122.96,15,Rs. 104.52,Cash on Delivery,2024-07-18,2024,7,18,234,1,104.52
U1258,P1545,4,Rs. 143.25,20,Rs. 114.6,JazzCash,2024-07-15,2024,7,15,237,1,114.6
U701,P938,2,Rs. 129.52,25,Rs. 97.14,Cash on Delivery,2024-11-08,2024,11,8,121,1,97.14
U1406,P368,5,Rs. 317.98,5,Rs. 302.08,UBL Omni,2024-07-23,2024,7,23,229,1,302.08
U1546,P598,6,Rs. 61.84,50,Rs. 30.92,Easypaisa,2024-04-19,2024,4,19,324,1,30.92
U1929,P1844,5,Rs. 336.05,30,Rs. 235.23,JazzCash,2024-03-09,2024,3,9,365,1,235.23
U1301,P1259,6,Rs. 269.06,10,Rs. 242.15,JazzCash,2024-10-01,2024,10,1,159,1,242.15
U1662,P373,6,Rs. 146.22,50,Rs. 73.11,Visa,2024-03-31,2024,3,31,343,1,73.11
U1184,P1932,1,Rs. 148.21,50,Rs. 74.11,Easypaisa,2024-08-22,2024,8,22,199,1,74.11
U699,P1936,5,Rs. 363.52,30,Rs. 254.46,Easypaisa,2024-02-08,2024,2,8,395,1,254.46
U405,P1225,5,Rs. 142.92,25,Rs. 107.19,Easypaisa,2024-08-24,2024,8,24,197,1,107.19
U789,P1507,6,Rs. 342.2,30,Rs. 239.54,JazzCash,2024-05-05,2024,5,5,308,1,239.54
U1849,P1849,3,Rs. 223.89,0,Rs. 223.89,Cash on Delivery,2024-06-13,2024,6,13,269,1,223.89
U1475,P1294,3,Rs. 181.62,50,Rs. 90.81,UBL Omni,2024-10-24,2024,10,24,136,1,90.81
U1341,P1533,6,Rs. 260.81,30,Rs. 182.57,UBL Omni,2024-08-15,2024,8,15,206,1,182.57
U429,P1297,0,Rs. 32.39,20,Rs. 25.91,UBL Omni,2024-05-11,2024,5,11,302,1,25.91
U1651,P454,0,Rs. 382.0,20,Rs. 305.6,JazzCash,2024-09-02,2024,9,2,188,1,305.6
U1491,P1219,5,Rs. 360.88,30,Rs. 252.62,Visa,2024-09-23,2024,9,23,167,1,252.62
