Invoice ID,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,Year,Month,Day,Recency,Frequency,Monetary_Value
503-21-4385,Lahore,0,1,3,Rs. 39.91,3,5.9865,Rs. 125.7165,2019-02-21,12:40,Easypaisa,119.73,4.761904762,5.9865,9.3,2019,2,21,2208,1,125.7165
859-97-6048,Faisalabad,0,1,0,Rs. 84.25,2,8.425,Rs. 176.925,2019-03-26,14:13,Credit card,168.5,4.761904762,8.425,5.3,2019,3,26,2175,1,176.925
443-60-9639,Faisalabad,0,0,4,Rs. 60.87,1,3.0435,Rs. 63.9135,2019-01-24,13:24,Cash on Delivery,60.87,4.761904762,3.0435,5.5,2019,1,24,2236,1,63.9135
573-98-8548,Faisalabad,0,0,1,Rs. 31.9,1,1.595,Rs. 33.495,2019-05-01,12:40,Easypaisa,31.9,4.761904762,1.595,9.1,2019,5,1,2139,1,33.495
470-32-9057,Lahore,0,1,2,Rs. 51.34,5,12.835,Rs. 269.535,2019-03-28,15:31,Credit card,256.7,4.761904762,12.835,9.1,2019,3,28,2173,1,269.535
471-41-2823,Faisalabad,1,1,2,Rs. 99.79,2,9.979,Rs. 209.559,2019-07-03,20:37,Easypaisa,199.58,4.761904762,9.979,8.0,2019,7,3,2076,1,209.559
746-19-0921,Faisalabad,1,1,2,Rs. 21.58,1,1.079,Rs. 22.659,2019-09-02,10:02,Easypaisa,21.58,4.761904762,1.079,7.2,2019,9,2,2015,1,22.659
235-06-8510,Faisalabad,0,1,4,Rs. 85.72,3,12.858,Rs. 270.018,2019-01-24,20:59,Easypaisa,257.16,4.761904762,12.858,5.1,2019,1,24,2236,1,270.018
741-73-3559,Lahore,1,1,5,Rs. 67.27,5,16.8175,Rs. 353.1675,2019-02-27,17:27,Cash on Delivery,336.35,4.761904762,16.8175,6.9,2019,2,27,2202,1,353.1675
315-22-5665,Faisalabad,1,0,4,Rs. 73.56,10,36.78,Rs. 772.38,2019-02-24,11:38,Easypaisa,735.6,4.761904762,36.78,8.0,2019,2,24,2205,1,772.38
782-95-9291,Lahore,0,1,2,Rs. 92.29,5,23.0725,Rs. 484.5225,2019-02-20,15:55,Credit card,461.45,4.761904762,23.0725,9.0,2019,2,20,2209,1,484.5225
343-87-0864,Faisalabad,0,1,3,Rs. 75.88,1,3.794,Rs. 79.674,2019-03-01,10:30,Credit card,75.88,4.761904762,3.794,7.1,2019,3,1,2200,1,79.674
450-28-2866,Faisalabad,0,1,2,Rs. 17.44,5,4.36,Rs. 91.56,2019-01-15,19:25,Cash on Delivery,87.2,4.761904762,4.36,8.1,2019,1,15,2245,1,91.56
674-15-9296,Lahore,1,1,5,Rs. 37.14,5,9.285,Rs. 194.985,2019-08-01,13:05,Easypaisa,185.7,4.761904762,9.285,5.0,2019,8,1,2047,1,194.985
271-88-8734,Faisalabad,0,0,1,Rs. 97.21,10,48.605,Rs. 1020.705,2019-08-02,13:00,Credit card,972.1,4.761904762,48.605,8.7,2019,8,2,2046,1,1020.705
102-06-2002,Faisalabad,0,1,5,Rs. 25.25,5,6.3125,Rs. 132.5625,2019-03-20,17:52,Cash on Delivery,126.25,4.761904762,6.3125,6.1,2019,3,20,2181,1,132.5625
365-16-4334,Lahore,1,0,2,Rs. 26.43,8,10.572,Rs. 222.012,2019-02-24,14:26,Easypaisa,211.44,4.761904762,10.572,8.9,2019,2,24,2205,1,222.012
835-16-0096,Faisalabad,0,1,5,Rs. 14.7,5,3.675,Rs. 77.175,2019-03-24,13:48,Easypaisa,73.5,4.761904762,3.675,8.5,2019,3,24,2177,1,77.175
458-61-0011,Lahore,1,1,2,Rs. 60.3,4,12.06,Rs. 253.26,2019-02-20,18:43,Cash on Delivery,241.2,4.761904762,12.06,5.8,2019,2,20,2209,1,253.26
501-61-1753,Lahore,1,0,4,Rs. 63.15,6,18.945,Rs. 397.845,2019-03-01,20:24,Easypaisa,378.9,4.761904762,18.945,9.8,2019,3,1,2200,1,397.845
651-88-7328,Lahore,1,0,1,Rs. 65.74,9,29.583,Rs. 621.243,2019-01-01,13:55,Cash on Delivery,591.66,4.761904762,29.583,7.7,2019,1,1,2259,1,621.243
585-11-6748,Lahore,0,1,5,Rs. 96.8,3,14.52,Rs. 304.92,2019-03-15,13:05,Cash on Delivery,290.4,4.761904762,14.52,5.3,2019,3,15,2186,1,304.92
287-83-1405,Lahore,1,1,3,Rs. 25.43,6,7.629,Rs. 160.209,2019-12-02,19:01,Easypaisa,152.58,4.761904762,7.629,7.0,2019,12,2,1924,1,160.209
443-82-0585,Lahore,0,0,3,Rs. 77.68,4,15.536,Rs. 326.256,2019-01-02,19:54,Cash on Delivery,310.72,4.761904762,15.536,8.4,2019,1,2,2258,1,326.256
162-65-8559,Faisalabad,0,1,2,Rs. 68.98,1,3.449,Rs. 72.429,2019-01-21,20:13,Cash on Delivery,68.98,4.761904762,3.449,4.8,2019,1,21,2239,1,72.429
296-11-7041,Lahore,0,0,3,Rs. 27.07,1,1.3535,Rs. 28.4235,2019-12-01,20:07,Credit card,27.07,4.761904762,1.3535,5.3,2019,12,1,1925,1,28.4235
568-88-3448,Lahore,1,1,3,Rs. 25.0,1,1.25,Rs. 26.25,2019-03-03,15:09,Easypaisa,25.0,4.761904762,1.25,5.5,2019,3,3,2198,1,26.25
466-61-5506,Lahore,0,0,0,Rs. 90.7,6,27.21,Rs. 571.41,2019-02-26,10:52,Cash on Delivery,544.2,4.761904762,27.21,5.3,2019,2,26,2203,1,571.41
115-99-4379,Lahore,0,0,1,Rs. 54.73,7,19.1555,Rs. 402.2655,2019-03-14,19:02,Credit card,383.11,4.761904762,19.1555,8.5,2019,3,14,2187,1,402.2655
210-74-9613,Faisalabad,1,1,1,Rs. 97.26,4,19.452,Rs. 408.492,2019-03-16,15:33,Easypaisa,389.04,4.761904762,19.452,6.8,2019,3,16,2185,1,408.492
142-63-6033,Lahore,1,1,4,Rs. 92.36,5,23.09,Rs. 484.89,2019-03-20,19:17,Easypaisa,461.8,4.761904762,23.09,4.9,2019,3,20,2181,1,484.89
756-01-7507,Faisalabad,1,0,3,Rs. 20.38,5,5.095,Rs. 106.995,2019-01-22,18:56,Cash on Delivery,101.9,4.761904762,5.095,6.0,2019,1,22,2238,1,106.995
262-47-2794,Lahore,0,1,4,Rs. 71.86,8,28.744,Rs. 603.624,2019-06-03,15:07,Credit card,574.88,4.761904762,28.744,6.2,2019,6,3,2106,1,603.624
735-06-4124,Faisalabad,1,1,2,Rs. 48.61,1,2.4305,Rs. 51.0405,2019-02-25,15:31,Cash on Delivery,48.61,4.761904762,2.4305,4.4,2019,2,25,2204,1,51.0405
856-66-2701,Lahore,0,1,4,Rs. 53.3,3,7.995,Rs. 167.895,2019-01-25,14:19,Easypaisa,159.9,4.761904762,7.995,7.5,2019,1,25,2235,1,167.895
875-31-8302,Lahore,1,1,5,Rs. 93.38,1,4.669,Rs. 98.049,2019-03-01,13:07,Cash on Delivery,93.38,4.761904762,4.669,9.6,2019,3,1,2200,1,98.049
387-49-4215,Lahore,0,0,5,Rs. 48.5,3,7.275,Rs. 152.775,2019-08-01,12:50,Cash on Delivery,145.5,4.761904762,7.275,6.7,2019,8,1,2047,1,152.775
873-95-4984,Lahore,0,0,3,Rs. 76.9,7,26.915,Rs. 565.215,2019-02-15,20:21,Cash on Delivery,538.3,4.761904762,26.915,7.7,2019,2,15,2214,1,565.215
438-01-4015,Lahore,0,0,5,Rs. 49.49,4,9.898,Rs. 207.858,2019-03-21,15:25,Easypaisa,197.96,4.761904762,9.898,6.6,2019,3,21,2180,1,207.858
728-88-7867,Faisalabad,0,0,4,Rs. 75.53,4,15.106,Rs. 317.226,2019-03-19,15:52,Easypaisa,302.12,4.761904762,15.106,8.3,2019,3,19,2182,1,317.226
590-83-4591,Lahore,0,1,0,Rs. 87.45,6,26.235,Rs. 550.935,2019-02-17,14:40,Credit card,524.7,4.761904762,26.235,8.8,2019,2,17,2212,1,550.935
729-06-2010,Lahore,0,1,3,Rs. 80.47,9,36.2115,Rs. 760.4415,2019-06-01,11:18,Cash on Delivery,724.23,4.761904762,36.2115,9.2,2019,6,1,2108,1,760.4415
181-94-6432,Faisalabad,0,1,1,Rs. 69.33,2,6.933,Rs. 145.593,2019-05-02,19:05,Easypaisa,138.66,4.761904762,6.933,9.7,2019,5,2,2138,1,145.593
776-68-1096,Lahore,1,1,4,Rs. 44.12,3,6.618,Rs. 138.978,2019-03-18,13:45,Credit card,132.36,4.761904762,6.618,7.9,2019,3,18,2183,1,138.978
308-39-1707,Lahore,1,0,1,Rs. 12.09,1,0.6045,Rs. 12.6945,2019-01-26,18:19,Credit card,12.09,4.761904762,0.6045,8.2,2019,1,26,2234,1,12.6945
750-67-8428,Lahore,0,0,3,Rs. 74.69,7,26.1415,Rs. 548.9715,2019-05-01,13:08,Easypaisa,522.83,4.761904762,26.1415,9.1,2019,5,1,2139,1,548.9715
428-83-5800,Faisalabad,0,0,2,Rs. 21.08,3,3.162,Rs. 66.402,2019-09-02,10:25,Cash on Delivery,63.24,4.761904762,3.162,7.3,2019,9,2,2015,1,66.402
834-45-5519,Lahore,1,0,0,Rs. 43.0,4,8.6,Rs. 180.6,2019-01-31,20:48,Easypaisa,172.0,4.761904762,8.6,7.6,2019,1,31,2229,1,180.6
541-48-8554,Lahore,1,1,5,Rs. 60.95,9,27.4275,Rs. 575.9775,2019-07-01,12:08,Credit card,548.55,4.761904762,27.4275,6.0,2019,7,1,2078,1,575.9775
544-55-9589,Lahore,0,0,0,Rs. 21.43,10,10.715,Rs. 225.015,2019-01-28,11:51,Cash on Delivery,214.3,4.761904762,10.715,6.2,2019,1,28,2232,1,225.015
857-67-9057,Lahore,1,1,0,Rs. 22.95,10,11.475,Rs. 240.975,2019-06-02,19:20,Easypaisa,229.5,4.761904762,11.475,8.2,2019,6,2,2107,1,240.975
598-47-9715,Faisalabad,1,1,0,Rs. 84.07,4,16.814,Rs. 353.094,2019-07-03,16:54,Easypaisa,336.28,4.761904762,16.814,4.4,2019,7,3,2076,1,353.094
587-03-7455,Faisalabad,0,0,1,Rs. 97.79,7,34.2265,Rs. 718.7565,2019-02-16,17:30,Easypaisa,684.53,4.761904762,34.2265,4.9,2019,2,16,2213,1,718.7565
733-33-4967,Faisalabad,1,1,0,Rs. 20.85,8,8.34,Rs. 175.14,2019-03-03,19:17,Cash on Delivery,166.8,4.761904762,8.34,6.3,2019,3,3,2198,1,175.14
668-90-8900,Lahore,1,0,4,Rs. 93.69,7,32.7915,Rs. 688.6215,2019-10-03,18:44,Credit card,655.83,4.761904762,32.7915,4.5,2019,10,3,1984,1,688.6215
885-17-6250,Lahore,1,0,3,Rs. 79.74,1,3.987,Rs. 83.727,2019-06-03,10:36,Easypaisa,79.74,4.761904762,3.987,7.3,2019,6,3,2106,1,83.727
266-76-6436,Faisalabad,0,0,2,Rs. 38.6,3,5.79,Rs. 121.59,2019-03-28,13:57,Easypaisa,115.8,4.761904762,5.79,7.5,2019,3,28,2173,1,121.59
210-57-1719,Lahore,1,0,3,Rs. 58.24,9,26.208,Rs. 550.368,2019-05-02,12:34,Cash on Delivery,524.16,4.761904762,26.208,9.7,2019,5,2,2138,1,550.368
865-41-9075,Lahore,1,1,2,Rs. 11.53,7,4.0355,Rs. 84.7455,2019-01-28,17:35,Cash on Delivery,80.71,4.761904762,4.0355,8.1,2019,1,28,2232,1,84.7455
565-80-5980,Faisalabad,0,0,4,Rs. 47.38,4,9.476,Rs. 198.996,2019-01-23,10:25,Cash on Delivery,189.52,4.761904762,9.476,7.1,2019,1,23,2237,1,198.996
500-02-2261,Faisalabad,1,0,2,Rs. 57.29,6,17.187,Rs. 360.927,2019-03-21,17:04,Easypaisa,343.74,4.761904762,17.187,5.9,2019,3,21,2180,1,360.927
434-83-9547,Faisalabad,0,1,2,Rs. 38.47,8,15.388,Rs. 323.148,2019-01-23,11:51,Cash on Delivery,307.76,4.761904762,15.388,7.7,2019,1,23,2237,1,323.148
477-24-6490,Lahore,1,0,3,Rs. 99.71,6,29.913,Rs. 628.173,2019-02-26,16:52,Easypaisa,598.26,4.761904762,29.913,7.9,2019,2,26,2203,1,628.173
699-88-1972,Lahore,1,1,3,Rs. 99.16,8,39.664,Rs. 832.944,2019-01-28,17:47,Credit card,793.28,4.761904762,39.664,4.2,2019,1,28,2232,1,832.944
382-03-4532,Lahore,0,0,3,Rs. 18.33,1,0.9165,Rs. 19.2465,2019-02-02,18:50,Cash on Delivery,18.33,4.761904762,0.9165,4.3,2019,2,2,2227,1,19.2465
558-80-4082,Faisalabad,1,1,0,Rs. 27.85,7,9.7475,Rs. 204.6975,2019-03-14,17:20,Easypaisa,194.95,4.761904762,9.7475,6.0,2019,3,14,2187,1,204.6975
802-70-5316,Lahore,0,0,5,Rs. 92.13,6,27.639,Rs. 580.419,2019-06-03,20:34,Cash on Delivery,552.78,4.761904762,27.639,8.3,2019,6,3,2106,1,580.419
446-47-6729,Faisalabad,1,1,1,Rs. 99.82,2,9.982,Rs. 209.622,2019-02-01,18:09,Credit card,199.64,4.761904762,9.982,6.7,2019,2,1,2228,1,209.622
489-64-4354,Faisalabad,1,1,1,Rs. 16.28,1,0.814,Rs. 17.094,2019-09-03,15:36,Cash on Delivery,16.28,4.761904762,0.814,5.0,2019,9,3,2014,1,17.094
815-11-1168,Lahore,0,1,2,Rs. 99.78,5,24.945,Rs. 523.845,2019-09-03,19:09,Cash on Delivery,498.9,4.761904762,24.945,5.4,2019,9,3,2014,1,523.845
239-10-7476,Lahore,1,0,4,Rs. 77.95,6,23.385,Rs. 491.085,2019-01-21,16:37,Easypaisa,467.7,4.761904762,23.385,8.0,2019,1,21,2239,1,491.085
301-81-8610,Lahore,0,1,1,Rs. 25.42,8,10.168,Rs. 213.528,2019-03-19,19:42,Credit card,203.36,4.761904762,10.168,6.7,2019,3,19,2182,1,213.528
390-31-6381,Faisalabad,1,1,2,Rs. 27.22,3,4.083,Rs. 85.743,2019-07-01,12:37,Cash on Delivery,81.66,4.761904762,4.083,7.3,2019,7,1,2078,1,85.743
597-78-7908,Faisalabad,1,1,1,Rs. 90.22,3,13.533,Rs. 284.193,2019-02-18,19:39,Cash on Delivery,270.66,4.761904762,13.533,6.2,2019,2,18,2211,1,284.193
891-01-7034,Lahore,1,0,0,Rs. 74.71,6,22.413,Rs. 470.673,2019-01-01,19:07,Cash on Delivery,448.26,4.761904762,22.413,6.7,2019,1,1,2259,1,470.673
548-46-9322,Lahore,1,1,2,Rs. 39.9,10,19.95,Rs. 418.95,2019-02-20,15:24,Credit card,399.0,4.761904762,19.95,5.9,2019,2,20,2209,1,418.95
145-94-9061,Lahore,1,0,2,Rs. 88.36,5,22.09,Rs. 463.89,2019-01-25,19:48,Cash on Delivery,441.8,4.761904762,22.09,9.6,2019,1,25,2235,1,463.89
471-06-8611,Faisalabad,1,0,2,Rs. 52.42,1,2.621,Rs. 55.041,2019-06-02,10:22,Credit card,52.42,4.761904762,2.621,6.3,2019,6,2,2107,1,55.041
641-43-2399,Lahore,1,1,4,Rs. 25.55,4,5.11,Rs. 107.31,2019-01-26,20:23,Easypaisa,102.2,4.761904762,5.11,5.7,2019,1,26,2234,1,107.31
394-41-0748,Faisalabad,0,0,1,Rs. 54.07,9,24.3315,Rs. 510.9615,2019-01-27,14:55,Easypaisa,486.63,4.761904762,24.3315,9.5,2019,1,27,2233,1,510.9615
658-66-3967,Faisalabad,1,1,3,Rs. 53.19,7,18.6165,Rs. 390.9465,2019-01-14,15:42,Easypaisa,372.33,4.761904762,18.6165,5.0,2019,1,14,2246,1,390.9465
105-31-1824,Lahore,0,1,5,Rs. 69.52,7,24.332,Rs. 510.972,2019-01-02,15:10,Credit card,486.64,4.761904762,24.332,8.5,2019,1,2,2258,1,510.972
186-79-9562,Lahore,1,1,3,Rs. 71.77,7,25.1195,Rs. 527.5095,2019-03-29,14:06,Cash on Delivery,502.39,4.761904762,25.1195,8.9,2019,3,29,2172,1,527.5095
731-81-9469,Faisalabad,0,0,5,Rs. 89.8,10,44.9,Rs. 942.9,2019-01-23,13:00,Credit card,898.0,4.761904762,44.9,5.4,2019,1,23,2237,1,942.9
608-27-6295,Lahore,0,1,0,Rs. 52.89,6,15.867,Rs. 333.207,2019-01-19,17:34,Credit card,317.34,4.761904762,15.867,9.8,2019,1,19,2241,1,333.207
355-53-5943,Lahore,0,0,0,Rs. 68.84,6,20.652,Rs. 433.692,2019-02-25,14:36,Easypaisa,413.04,4.761904762,20.652,5.8,2019,2,25,2204,1,433.692
390-17-5806,Faisalabad,0,0,2,Rs. 38.42,1,1.921,Rs. 40.341,2019-02-02,16:33,Cash on Delivery,38.42,4.761904762,1.921,8.6,2019,2,2,2227,1,40.341
701-69-8742,Lahore,1,1,5,Rs. 34.37,10,17.185,Rs. 360.885,2019-03-16,10:11,Easypaisa,343.7,4.761904762,17.185,6.7,2019,3,16,2185,1,360.885
841-35-6630,Faisalabad,1,0,0,Rs. 75.91,6,22.773,Rs. 478.233,2019-09-03,18:21,Cash on Delivery,455.46,4.761904762,22.773,8.7,2019,9,3,2014,1,478.233
313-66-9943,Lahore,0,0,2,Rs. 29.15,3,4.3725,Rs. 91.8225,2019-03-27,20:29,Credit card,87.45,4.761904762,4.3725,7.3,2019,3,27,2174,1,91.8225
674-56-6360,Lahore,1,1,0,Rs. 95.15,1,4.7575,Rs. 99.9075,2019-03-22,14:00,Cash on Delivery,95.15,4.761904762,4.7575,6.0,2019,3,22,2179,1,99.9075
346-84-3103,Lahore,0,0,0,Rs. 13.22,5,3.305,Rs. 69.405,2019-02-03,19:26,Cash on Delivery,66.1,4.761904762,3.305,4.3,2019,2,3,2226,1,69.405
458-41-1477,Faisalabad,1,0,3,Rs. 46.26,6,13.878,Rs. 291.438,2019-08-03,17:11,Credit card,277.56,4.761904762,13.878,9.5,2019,8,3,2045,1,291.438
744-16-7898,Lahore,1,0,4,Rs. 97.37,10,48.685,Rs. 1022.385,2019-01-15,13:48,Credit card,973.7,4.761904762,48.685,4.9,2019,1,15,2245,1,1022.385
157-13-5295,Lahore,0,1,3,Rs. 51.94,10,25.97,Rs. 545.37,2019-09-03,18:24,Easypaisa,519.4,4.761904762,25.97,6.5,2019,9,3,2014,1,545.37
239-36-3640,Lahore,1,1,0,Rs. 45.35,6,13.605,Rs. 285.705,2019-01-31,13:44,Easypaisa,272.1,4.761904762,13.605,6.1,2019,1,31,2229,1,285.705
887-42-0517,Faisalabad,1,0,5,Rs. 83.14,7,29.099,Rs. 611.079,2019-10-01,10:31,Credit card,581.98,4.761904762,29.099,6.6,2019,10,1,1986,1,611.079
277-63-2961,Lahore,0,1,5,Rs. 73.97,1,3.6985,Rs. 77.6685,2019-03-02,15:53,Credit card,73.97,4.761904762,3.6985,5.4,2019,3,2,2199,1,77.6685
695-51-0018,Lahore,1,0,5,Rs. 34.84,4,6.968,Rs. 146.328,2019-10-02,18:36,Cash on Delivery,139.36,4.761904762,6.968,7.4,2019,10,2,1985,1,146.328
886-18-2897,Lahore,1,0,2,Rs. 56.56,5,14.14,Rs. 296.94,2019-03-22,19:06,Credit card,282.8,4.761904762,14.14,4.5,2019,3,22,2179,1,296.94
200-16-5952,Faisalabad,0,1,2,Rs. 65.65,2,6.565,Rs. 137.865,2019-01-17,16:46,Cash on Delivery,131.3,4.761904762,6.565,6.0,2019,1,17,2243,1,137.865
895-66-0685,Lahore,0,1,2,Rs. 18.08,3,2.712,Rs. 56.952,2019-05-03,19:46,Easypaisa,54.24,4.761904762,2.712,8.0,2019,5,3,2137,1,56.952
554-53-8700,Faisalabad,0,1,4,Rs. 56.11,2,5.611,Rs. 117.831,2019-02-02,10:11,Cash on Delivery,112.22,4.761904762,5.611,6.3,2019,2,2,2227,1,117.831
182-52-7000,Lahore,0,0,5,Rs. 27.04,4,5.408,Rs. 113.568,2019-01-01,20:26,Easypaisa,108.16,4.761904762,5.408,6.9,2019,1,1,2259,1,113.568
588-01-7461,Faisalabad,1,0,2,Rs. 33.98,9,15.291,Rs. 321.111,2019-03-24,10:43,Cash on Delivery,305.82,4.761904762,15.291,4.2,2019,3,24,2177,1,321.111
379-17-6588,Faisalabad,1,1,1,Rs. 59.61,10,29.805,Rs. 625.905,2019-03-14,11:07,Cash on Delivery,596.1,4.761904762,29.805,5.3,2019,3,14,2187,1,625.905
106-35-6779,Lahore,0,1,4,Rs. 44.34,2,4.434,Rs. 93.114,2019-03-27,11:26,Cash on Delivery,88.68,4.761904762,4.434,5.8,2019,3,27,2174,1,93.114
882-40-4577,Lahore,0,1,5,Rs. 67.26,4,13.452,Rs. 282.492,2019-01-19,15:28,Credit card,269.04,4.761904762,13.452,8.0,2019,1,19,2241,1,282.492
138-17-5109,Lahore,0,0,4,Rs. 89.21,9,40.1445,Rs. 843.0345,2019-01-15,15:42,Credit card,802.89,4.761904762,40.1445,6.5,2019,1,15,2245,1,843.0345
406-46-7107,Lahore,1,0,4,Rs. 96.52,6,28.956,Rs. 608.076,2019-11-01,11:52,Cash on Delivery,579.12,4.761904762,28.956,4.5,2019,11,1,1955,1,608.076
727-02-1313,Lahore,0,1,2,Rs. 31.84,1,1.592,Rs. 33.432,2019-09-02,13:22,Cash on Delivery,31.84,4.761904762,1.592,7.7,2019,9,2,2015,1,33.432
549-59-1358,Lahore,0,1,5,Rs. 88.63,3,13.2945,Rs. 279.1845,2019-02-03,17:36,Easypaisa,265.89,4.761904762,13.2945,6.0,2019,2,3,2226,1,279.1845
554-53-3790,Lahore,1,1,5,Rs. 37.02,6,11.106,Rs. 233.226,2019-03-22,18:33,Cash on Delivery,222.12,4.761904762,11.106,4.5,2019,3,22,2179,1,233.226
358-88-9262,Faisalabad,0,0,2,Rs. 87.48,6,26.244,Rs. 551.124,2019-01-02,18:43,Easypaisa,524.88,4.761904762,26.244,5.1,2019,1,2,2258,1,551.124
435-13-4908,Lahore,0,1,1,Rs. 86.68,8,34.672,Rs. 728.112,2019-01-24,18:04,Credit card,693.44,4.761904762,34.672,7.2,2019,1,24,2236,1,728.112
828-46-6863,Lahore,0,1,2,Rs. 98.53,6,29.559,Rs. 620.739,2019-01-23,11:22,Credit card,591.18,4.761904762,29.559,4.0,2019,1,23,2237,1,620.739
372-62-5264,Faisalabad,1,0,2,Rs. 52.6,9,23.67,Rs. 497.07,2019-01-16,14:42,Cash on Delivery,473.4,4.761904762,23.67,7.6,2019,1,16,2244,1,497.07
321-49-7382,Lahore,0,1,5,Rs. 88.31,1,4.4155,Rs. 92.7255,2019-02-15,17:38,Credit card,88.31,4.761904762,4.4155,5.2,2019,2,15,2214,1,92.7255
633-09-3463,Faisalabad,1,0,0,Rs. 47.65,3,7.1475,Rs. 150.0975,2019-03-28,12:58,Credit card,142.95,4.761904762,7.1475,9.5,2019,3,28,2173,1,150.0975
162-48-8011,Lahore,0,0,2,Rs. 44.59,5,11.1475,Rs. 234.0975,2019-10-02,15:10,Cash on Delivery,222.95,4.761904762,11.1475,8.5,2019,10,2,1985,1,234.0975
862-17-9201,Lahore,1,0,2,Rs. 84.05,6,25.215,Rs. 529.515,2019-01-29,10:48,Credit card,504.3,4.761904762,25.215,7.7,2019,1,29,2231,1,529.515
425-85-2085,Lahore,0,1,3,Rs. 54.86,5,13.715,Rs. 288.015,2019-03-29,16:48,Easypaisa,274.3,4.761904762,13.715,9.8,2019,3,29,2172,1,288.015
246-55-6923,Faisalabad,0,0,4,Rs. 35.79,9,16.1055,Rs. 338.2155,2019-10-03,15:06,Credit card,322.11,4.761904762,16.1055,5.1,2019,10,3,1984,1,338.2155
534-53-3526,Lahore,1,0,5,Rs. 94.76,4,18.952,Rs. 397.992,2019-11-02,16:06,Easypaisa,379.04,4.761904762,18.952,7.8,2019,11,2,1954,1,397.992
154-74-7179,Lahore,1,1,5,Rs. 54.45,1,2.7225,Rs. 57.1725,2019-02-26,19:24,Easypaisa,54.45,4.761904762,2.7225,7.9,2019,2,26,2203,1,57.1725
832-51-6761,Lahore,1,1,2,Rs. 33.88,8,13.552,Rs. 284.592,2019-01-19,20:29,Easypaisa,271.04,4.761904762,13.552,9.6,2019,1,19,2241,1,284.592
786-94-2700,Lahore,0,1,2,Rs. 80.62,6,24.186,Rs. 507.906,2019-02-28,20:18,Cash on Delivery,483.72,4.761904762,24.186,9.1,2019,2,28,2201,1,507.906
370-96-0655,Faisalabad,1,0,1,Rs. 49.32,6,14.796,Rs. 310.716,2019-09-01,13:46,Easypaisa,295.92,4.761904762,14.796,7.1,2019,9,1,2016,1,310.716
343-75-9322,Lahore,0,0,5,Rs. 11.85,8,4.74,Rs. 99.54,2019-09-01,16:34,Cash on Delivery,94.8,4.761904762,4.74,4.1,2019,9,1,2016,1,99.54
220-28-1851,Lahore,1,1,4,Rs. 34.73,2,3.473,Rs. 72.933,2019-01-03,18:14,Easypaisa,69.46,4.761904762,3.473,9.7,2019,1,3,2257,1,72.933
453-12-7053,Faisalabad,1,1,1,Rs. 45.74,3,6.861,Rs. 144.081,2019-10-03,17:38,Credit card,137.22,4.761904762,6.861,6.5,2019,10,3,1984,1,144.081
329-62-1586,Lahore,1,1,2,Rs. 54.67,3,8.2005,Rs. 172.2105,2019-01-21,18:00,Credit card,164.01,4.761904762,8.2005,8.6,2019,1,21,2239,1,172.2105
258-92-7466,Lahore,1,0,3,Rs. 35.68,5,8.92,Rs. 187.32,2019-06-02,18:33,Credit card,178.4,4.761904762,8.92,6.6,2019,6,2,2107,1,187.32
305-18-3552,Lahore,0,1,4,Rs. 60.38,10,30.19,Rs. 633.99,2019-12-02,16:19,Cash on Delivery,603.8,4.761904762,30.19,6.0,2019,12,2,1924,1,633.99
241-11-2261,Lahore,1,0,1,Rs. 79.86,7,27.951,Rs. 586.971,2019-10-01,10:33,Credit card,559.02,4.761904762,27.951,5.5,2019,10,1,1986,1,586.971
616-87-0016,Lahore,1,1,1,Rs. 95.54,7,33.439,Rs. 702.219,2019-09-03,14:36,Credit card,668.78,4.761904762,33.439,9.6,2019,9,3,2014,1,702.219
468-88-0009,Lahore,0,1,4,Rs. 65.94,4,13.188,Rs. 276.948,2019-03-24,10:29,Cash on Delivery,263.76,4.761904762,13.188,6.0,2019,3,24,2177,1,276.948
787-56-0757,Faisalabad,0,0,2,Rs. 80.36,4,16.072,Rs. 337.512,2019-02-23,18:45,Credit card,321.44,4.761904762,16.072,8.3,2019,2,23,2206,1,337.512
803-83-5989,Faisalabad,1,1,4,Rs. 55.73,6,16.719,Rs. 351.099,2019-02-24,10:55,Easypaisa,334.38,4.761904762,16.719,7.0,2019,2,24,2205,1,351.099
364-33-8584,Lahore,0,0,2,Rs. 17.63,5,4.4075,Rs. 92.5575,2019-08-03,15:27,Cash on Delivery,88.15,4.761904762,4.4075,8.5,2019,8,3,2045,1,92.5575
126-54-1082,Lahore,0,0,4,Rs. 21.54,9,9.693,Rs. 203.553,2019-07-01,11:44,Credit card,193.86,4.761904762,9.693,8.8,2019,7,1,2078,1,203.553
498-41-1961,Lahore,1,1,3,Rs. 66.68,5,16.67,Rs. 350.07,2019-02-20,18:01,Cash on Delivery,333.4,4.761904762,16.67,7.6,2019,2,20,2209,1,350.07
612-36-5536,Lahore,0,1,2,Rs. 80.96,8,32.384,Rs. 680.064,2019-02-17,11:12,Credit card,647.68,4.761904762,32.384,7.4,2019,2,17,2212,1,680.064
320-49-6392,Faisalabad,1,0,0,Rs. 30.24,1,1.512,Rs. 31.752,2019-04-03,15:44,Cash on Delivery,30.24,4.761904762,1.512,8.4,2019,4,3,2167,1,31.752
710-46-4433,Lahore,0,0,2,Rs. 77.4,9,34.83,Rs. 731.43,2019-02-15,14:15,Credit card,696.6,4.761904762,34.83,4.5,2019,2,15,2214,1,731.43
